Ano,Municipio,NUTS I,NUTS II,NUTS III,Nr_populacao
2014,Alandroal,Continente,Alentejo,Alentejo Central,5467
2014,Arraiolos,Continente,Alentejo,Alentejo Central,6952
2014,Borba,Continente,Alentejo,Alentejo Central,6964
2014,Estremoz,Continente,Alentejo,Alentejo Central,13483
2014,Montemor-o-Novo,Continente,Alentejo,Alentejo Central,16673
2014,Mora,Continente,Alentejo,Alentejo Central,4711
2014,Mourão,Continente,Alentejo,Alentejo Central,2547
2014,Portel,Continente,Alentejo,Alentejo Central,6036
2014,Redondo,Continente,Alentejo,Alentejo Central,6732
2014,Reguengos de Monsaraz,Continente,Alentejo,Alentejo Central,10394
2014,Vendas Novas,Continente,Alentejo,Alentejo Central,11595
2014,Viana do Alentejo,Continente,Alentejo,Alentejo Central,5632
2014,Vila Viçosa,Continente,Alentejo,Alentejo Central,7958
2014,Évora,Continente,Alentejo,Alentejo Central,55416
2014,Alcácer do Sal,Continente,Alentejo,Alentejo Litoral,12177
2014,Grândola,Continente,Alentejo,Alentejo Litoral,14295
2014,Odemira,Continente,Alentejo,Alentejo Litoral,26073
2014,Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,28754
2014,Sines,Continente,Alentejo,Alentejo Litoral,14311
2014,Alter do Chão,Continente,Alentejo,Alto Alentejo,3413
2014,Arronches,Continente,Alentejo,Alto Alentejo,3083
2014,Avis,Continente,Alentejo,Alto Alentejo,4205
2014,Campo Maior,Continente,Alentejo,Alto Alentejo,8326
2014,Castelo de Vide,Continente,Alentejo,Alto Alentejo,3356
2014,Crato,Continente,Alentejo,Alto Alentejo,3580
2014,Elvas,Continente,Alentejo,Alto Alentejo,22150
2014,Fronteira,Continente,Alentejo,Alto Alentejo,3229
2014,Gavião,Continente,Alentejo,Alto Alentejo,3841
2014,Marvão,Continente,Alentejo,Alto Alentejo,3326
2014,Monforte,Continente,Alentejo,Alto Alentejo,3185
2014,Nisa,Continente,Alentejo,Alto Alentejo,6841
2014,Ponte de Sor,Continente,Alentejo,Alto Alentejo,16025
2014,Portalegre,Continente,Alentejo,Alto Alentejo,23823
2014,Sousel,Continente,Alentejo,Alto Alentejo,4740
2014,Aljustrel,Continente,Alentejo,Baixo Alentejo,9058
2014,Almodôvar,Continente,Alentejo,Baixo Alentejo,7136
2014,Alvito,Continente,Alentejo,Baixo Alentejo,2447
2014,Barrancos,Continente,Alentejo,Baixo Alentejo,1713
2014,Beja,Continente,Alentejo,Baixo Alentejo,35067
2014,Castro Verde,Continente,Alentejo,Baixo Alentejo,7192
2014,Cuba,Continente,Alentejo,Baixo Alentejo,4755
2014,Ferreira do Alentejo,Continente,Alentejo,Baixo Alentejo,7937
2014,Moura,Continente,Alentejo,Baixo Alentejo,14303
2014,Mértola,Continente,Alentejo,Baixo Alentejo,6665
2014,Ourique,Continente,Alentejo,Baixo Alentejo,5188
2014,Serpa,Continente,Alentejo,Baixo Alentejo,14739
2014,Vidigueira,Continente,Alentejo,Baixo Alentejo,5581
2014,Almeirim,Continente,Alentejo,Lezíria do Tejo,22820
2014,Alpiarça,Continente,Alentejo,Lezíria do Tejo,7350
2014,Azambuja,Continente,Alentejo,Lezíria do Tejo,21441
2014,Benavente,Continente,Alentejo,Lezíria do Tejo,28972
2014,Cartaxo,Continente,Alentejo,Lezíria do Tejo,23799
2014,Chamusca,Continente,Alentejo,Lezíria do Tejo,9333
2014,Coruche,Continente,Alentejo,Lezíria do Tejo,18827
2014,Golegã,Continente,Alentejo,Lezíria do Tejo,5730
2014,Rio Maior,Continente,Alentejo,Lezíria do Tejo,20918
2014,Salvaterra de Magos,Continente,Alentejo,Lezíria do Tejo,21807
2014,Santarém,Continente,Alentejo,Lezíria do Tejo,60107
2014,Albufeira,Continente,Algarve,Algarve,41663
2014,Alcoutim,Continente,Algarve,Algarve,2758
2014,Aljezur,Continente,Algarve,Algarve,5653
2014,Castro Marim,Continente,Algarve,Algarve,6525
2014,Faro,Continente,Algarve,Algarve,65751
2014,Lagoa,Continente,Algarve,Algarve,22742
2014,Lagos,Continente,Algarve,Algarve,31191
2014,Loulé,Continente,Algarve,Algarve,69748
2014,Monchique,Continente,Algarve,Algarve,5658
2014,Olhão,Continente,Algarve,Algarve,44395
2014,Portimão,Continente,Algarve,Algarve,56548
2014,Silves,Continente,Algarve,Algarve,36422
2014,São Brás de Alportel,Continente,Algarve,Algarve,10731
2014,Tavira,Continente,Algarve,Algarve,26162
2014,Vila Real de Santo António,Continente,Algarve,Algarve,18752
2014,Vila do Bispo,Continente,Algarve,Algarve,5266
2014,Castelo Branco,Continente,Centro,Beira Baixa,54439
2014,Idanha-a-Nova,Continente,Centro,Beira Baixa,9067
2014,Oleiros,Continente,Centro,Beira Baixa,5238
2014,Penamacor,Continente,Centro,Beira Baixa,5136
2014,Proença-a-Nova,Continente,Centro,Beira Baixa,7744
2014,Vila Velha de Ródão,Continente,Centro,Beira Baixa,3363
2014,Almeida,Continente,Centro,Beiras e Serra da Estrela,6757
2014,Belmonte,Continente,Centro,Beiras e Serra da Estrela,6520
2014,Celorico da Beira,Continente,Centro,Beiras e Serra da Estrela,7175
2014,Covilhã,Continente,Centro,Beiras e Serra da Estrela,49399
2014,Figueira de Castelo Rodrigo,Continente,Centro,Beiras e Serra da Estrela,5877
2014,Fornos de Algodres,Continente,Centro,Beiras e Serra da Estrela,4858
2014,Fundão,Continente,Centro,Beiras e Serra da Estrela,27698
2014,Gouveia,Continente,Centro,Beiras e Serra da Estrela,13280
2014,Guarda,Continente,Centro,Beiras e Serra da Estrela,41675
2014,Manteigas,Continente,Centro,Beiras e Serra da Estrela,3243
2014,Mêda,Continente,Centro,Beiras e Serra da Estrela,4833
2014,Pinhel,Continente,Centro,Beiras e Serra da Estrela,8926
2014,Sabugal,Continente,Centro,Beiras e Serra da Estrela,12061
2014,Seia,Continente,Centro,Beiras e Serra da Estrela,23650
2014,Trancoso,Continente,Centro,Beiras e Serra da Estrela,9200
2014,Abrantes,Continente,Centro,Médio Tejo,37162
2014,Alcanena,Continente,Centro,Médio Tejo,13244
2014,Constância,Continente,Centro,Médio Tejo,3965
2014,Entroncamento,Continente,Centro,Médio Tejo,20032
2014,Ferreira do Zêzere,Continente,Centro,Médio Tejo,8184
2014,Mação,Continente,Centro,Médio Tejo,6908
2014,Ourém,Continente,Centro,Médio Tejo,45057
2014,Sardoal,Continente,Centro,Médio Tejo,3779
2014,Sertã,Continente,Centro,Médio Tejo,15127
2014,Tomar,Continente,Centro,Médio Tejo,38739
2014,Torres Novas,Continente,Centro,Médio Tejo,35606
2014,Vila Nova da Barquinha,Continente,Centro,Médio Tejo,7146
2014,Vila de Rei,Continente,Centro,Médio Tejo,3448
2014,Alcobaça,Continente,Centro,Oeste,55458
2014,Alenquer,Continente,Centro,Oeste,42988
2014,Arruda dos Vinhos,Continente,Centro,Oeste,13463
2014,Bombarral,Continente,Centro,Oeste,12774
2014,Cadaval,Continente,Centro,Oeste,13757
2014,Caldas da Rainha,Continente,Centro,Oeste,51119
2014,Lourinhã,Continente,Centro,Oeste,25685
2014,Nazaré,Continente,Centro,Oeste,14980
2014,Peniche,Continente,Centro,Oeste,27065
2014,Sobral de Monte Agraço,Continente,Centro,Oeste,10250
2014,Torres Vedras,Continente,Centro,Oeste,80283
2014,Óbidos,Continente,Centro,Oeste,11688
2014,Albergaria-a-Velha,Continente,Centro,Região de Aveiro,24989
2014,Anadia,Continente,Centro,Região de Aveiro,28270
2014,Aveiro,Continente,Centro,Região de Aveiro,79122
2014,Estarreja,Continente,Centro,Região de Aveiro,26487
2014,Murtosa,Continente,Centro,Região de Aveiro,10372
2014,Oliveira do Bairro,Continente,Centro,Região de Aveiro,22786
2014,Ovar,Continente,Centro,Região de Aveiro,54804
2014,Sever do Vouga,Continente,Centro,Região de Aveiro,11734
2014,Vagos,Continente,Centro,Região de Aveiro,22619
2014,Águeda,Continente,Centro,Região de Aveiro,46654
2014,Ílhavo,Continente,Centro,Região de Aveiro,38341
2014,Arganil,Continente,Centro,Região de Coimbra,11620
2014,Cantanhede,Continente,Centro,Região de Coimbra,35440
2014,Coimbra,Continente,Centro,Região de Coimbra,142272
2014,Condeixa-a-Nova,Continente,Centro,Região de Coimbra,16936
2014,Figueira da Foz,Continente,Centro,Região de Coimbra,60536
2014,Góis,Continente,Centro,Região de Coimbra,4092
2014,Lousã,Continente,Centro,Região de Coimbra,17248
2014,Mealhada,Continente,Centro,Região de Coimbra,19887
2014,Mira,Continente,Centro,Região de Coimbra,12234
2014,Miranda do Corvo,Continente,Centro,Região de Coimbra,12719
2014,Montemor-o-Velho,Continente,Centro,Região de Coimbra,25366
2014,Mortágua,Continente,Centro,Região de Coimbra,9270
2014,Oliveira do Hospital,Continente,Centro,Região de Coimbra,20098
2014,Pampilhosa da Serra,Continente,Centro,Região de Coimbra,4241
2014,Penacova,Continente,Centro,Região de Coimbra,14350
2014,Penela,Continente,Centro,Região de Coimbra,5713
2014,Soure,Continente,Centro,Região de Coimbra,18336
2014,Tábua,Continente,Centro,Região de Coimbra,11668
2014,Vila Nova de Poiares,Continente,Centro,Região de Coimbra,7135
2014,Alvaiázere,Continente,Centro,Região de Leiria,6769
2014,Ansião,Continente,Centro,Região de Leiria,12525
2014,Batalha,Continente,Centro,Região de Leiria,15442
2014,Castanheira de Pêra,Continente,Centro,Região de Leiria,2971
2014,Figueiró dos Vinhos,Continente,Centro,Região de Leiria,5729
2014,Leiria,Continente,Centro,Região de Leiria,126628
2014,Marinha Grande,Continente,Centro,Região de Leiria,38396
2014,Pedrógão Grande,Continente,Centro,Região de Leiria,3659
2014,Pombal,Continente,Centro,Região de Leiria,53286
2014,Porto de Mós,Continente,Centro,Região de Leiria,23637
2014,Aguiar da Beira,Continente,Centro,Viseu Dão Lafões,5661
2014,Carregal do Sal,Continente,Centro,Viseu Dão Lafões,9482
2014,Castro Daire,Continente,Centro,Viseu Dão Lafões,14538
2014,Mangualde,Continente,Centro,Viseu Dão Lafões,19125
2014,Nelas,Continente,Centro,Viseu Dão Lafões,13590
2014,Oliveira de Frades,Continente,Centro,Viseu Dão Lafões,9871
2014,Penalva do Castelo,Continente,Centro,Viseu Dão Lafões,7648
2014,Santa Comba Dão,Continente,Centro,Viseu Dão Lafões,11151
2014,Sátão,Continente,Centro,Viseu Dão Lafões,11809
2014,São Pedro do Sul,Continente,Centro,Viseu Dão Lafões,15904
2014,Tondela,Continente,Centro,Viseu Dão Lafões,27310
2014,Vila Nova de Paiva,Continente,Centro,Viseu Dão Lafões,4941
2014,Viseu,Continente,Centro,Viseu Dão Lafões,99078
2014,Vouzela,Continente,Centro,Viseu Dão Lafões,9982
2014,Arcos de Valdevez,Continente,Norte,Alto Minho,21535
2014,Caminha,Continente,Norte,Alto Minho,16250
2014,Melgaço,Continente,Norte,Alto Minho,8585
2014,Monção,Continente,Norte,Alto Minho,18443
2014,Paredes de Coura,Continente,Norte,Alto Minho,8829
2014,Ponte da Barca,Continente,Norte,Alto Minho,11596
2014,Ponte de Lima,Continente,Norte,Alto Minho,42301
2014,Valença,Continente,Norte,Alto Minho,13709
2014,Viana do Castelo,Continente,Norte,Alto Minho,86669
2014,Vila Nova de Cerveira,Continente,Norte,Alto Minho,8983
2014,Boticas,Continente,Norte,Alto Tâmega,5388
2014,Chaves,Continente,Norte,Alto Tâmega,39400
2014,Montalegre,Continente,Norte,Alto Tâmega,9821
2014,Ribeira de Pena,Continente,Norte,Alto Tâmega,6179
2014,Valpaços,Continente,Norte,Alto Tâmega,15911
2014,Vila Pouca de Aguiar,Continente,Norte,Alto Tâmega,12429
2014,Cabeceiras de Basto,Continente,Norte,Ave,16068
2014,Fafe,Continente,Norte,Ave,49338
2014,Guimarães,Continente,Norte,Ave,156355
2014,Mondim de Basto,Continente,Norte,Ave,6985
2014,Póvoa de Lanhoso,Continente,Norte,Ave,21518
2014,Vieira do Minho,Continente,Norte,Ave,12579
2014,Vila Nova de Famalicão,Continente,Norte,Ave,132333
2014,Vizela,Continente,Norte,Ave,23503
2014,Amares,Continente,Norte,Cávado,18500
2014,Barcelos,Continente,Norte,Cávado,117830
2014,Braga,Continente,Norte,Cávado,183584
2014,Esposende,Continente,Norte,Cávado,34254
2014,Terras de Bouro,Continente,Norte,Cávado,6804
2014,Vila Verde,Continente,Norte,Cávado,46612
2014,Alijó,Continente,Norte,Douro,11167
2014,Armamar,Continente,Norte,Douro,5978
2014,Carrazeda de Ansiães,Continente,Norte,Douro,5865
2014,Freixo de Espada à Cinta,Continente,Norte,Douro,3619
2014,Lamego,Continente,Norte,Douro,25646
2014,Mesão Frio,Continente,Norte,Douro,4050
2014,Moimenta da Beira,Continente,Norte,Douro,9699
2014,Murça,Continente,Norte,Douro,5630
2014,Penedono,Continente,Norte,Douro,2851
2014,Peso da Régua,Continente,Norte,Douro,15990
2014,Sabrosa,Continente,Norte,Douro,5904
2014,Santa Marta de Penaguião,Continente,Norte,Douro,6753
2014,Sernancelhe,Continente,Norte,Douro,5566
2014,São João da Pesqueira,Continente,Norte,Douro,7359
2014,Tabuaço,Continente,Norte,Douro,5665
2014,Tarouca,Continente,Norte,Douro,7547
2014,Torre de Moncorvo,Continente,Norte,Douro,7623
2014,Vila Nova de Foz Côa,Continente,Norte,Douro,6859
2014,Vila Real,Continente,Norte,Douro,50664
2014,Alfândega da Fé,Continente,Norte,Terras de Trás-os-Montes,4715
2014,Bragança,Continente,Norte,Terras de Trás-os-Montes,35117
2014,Macedo de Cavaleiros,Continente,Norte,Terras de Trás-os-Montes,14924
2014,Miranda do Douro,Continente,Norte,Terras de Trás-os-Montes,6990
2014,Mirandela,Continente,Norte,Terras de Trás-os-Montes,22846
2014,Mogadouro,Continente,Norte,Terras de Trás-os-Montes,8961
2014,Vila Flor,Continente,Norte,Terras de Trás-os-Montes,6365
2014,Vimioso,Continente,Norte,Terras de Trás-os-Montes,4437
2014,Vinhais,Continente,Norte,Terras de Trás-os-Montes,8392
2014,Amarante,Continente,Norte,Tâmega e Sousa,54140
2014,Baião,Continente,Norte,Tâmega e Sousa,19099
2014,Castelo de Paiva,Continente,Norte,Tâmega e Sousa,16198
2014,Celorico de Basto,Continente,Norte,Tâmega e Sousa,18856
2014,Cinfães,Continente,Norte,Tâmega e Sousa,19216
2014,Felgueiras,Continente,Norte,Tâmega e Sousa,56875
2014,Lousada,Continente,Norte,Tâmega e Sousa,46964
2014,Marco de Canaveses,Continente,Norte,Tâmega e Sousa,51409
2014,Paços de Ferreira,Continente,Norte,Tâmega e Sousa,55884
2014,Penafiel,Continente,Norte,Tâmega e Sousa,70671
2014,Resende,Continente,Norte,Tâmega e Sousa,10725
2014,Arouca,Continente,Norte,Área Metropolitana do Porto,21718
2014,Espinho,Continente,Norte,Área Metropolitana do Porto,31351
2014,Gondomar,Continente,Norte,Área Metropolitana do Porto,165715
2014,Maia,Continente,Norte,Área Metropolitana do Porto,134679
2014,Matosinhos,Continente,Norte,Área Metropolitana do Porto,174017
2014,Oliveira de Azeméis,Continente,Norte,Área Metropolitana do Porto,66931
2014,Paredes,Continente,Norte,Área Metropolitana do Porto,85105
2014,Porto,Continente,Norte,Área Metropolitana do Porto,233611
2014,Póvoa de Varzim,Continente,Norte,Área Metropolitana do Porto,63119
2014,Santa Maria da Feira,Continente,Norte,Área Metropolitana do Porto,137046
2014,Santo Tirso,Continente,Norte,Área Metropolitana do Porto,69747
2014,São João da Madeira,Continente,Norte,Área Metropolitana do Porto,21786
2014,Trofa,Continente,Norte,Área Metropolitana do Porto,38494
2014,Vale de Cambra,Continente,Norte,Área Metropolitana do Porto,22011
2014,Valongo,Continente,Norte,Área Metropolitana do Porto,93504
2014,Vila Nova de Gaia,Continente,Norte,Área Metropolitana do Porto,300992
2014,Vila do Conde,Continente,Norte,Área Metropolitana do Porto,79471
2014,Alcochete,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,18159
2014,Almada,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,174679
2014,Amadora,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,171870
2014,Barreiro,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,78048
2014,Cascais,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,208712
2014,Lisboa,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,543867
2014,Loures,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,199659
2014,Mafra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,79485
2014,Moita,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,65457
2014,Montijo,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,52312
2014,Odivelas,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,145908
2014,Oeiras,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,171436
2014,Palmela,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,64985
2014,Seixal,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,160306
2014,Sesimbra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,50371
2014,Setúbal,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,121717
2014,Sintra,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,377401
2014,Vila Franca de Xira,Continente,Área Metropolitana de Lisboa,Área Metropolitana de Lisboa,136394
2014,Calheta,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,10936
2014,Câmara de Lobos,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,33693
2014,Funchal,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,108532
2014,Machico,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,20796
2014,Ponta do Sol,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,8478
2014,Porto Moniz,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,2585
2014,Porto Santo,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,5364
2014,Ribeira Brava,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,12857
2014,Santa Cruz,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,42081
2014,Santana,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,7119
2014,São Vicente,Região Autónoma da Madeira,Região Autónoma da Madeira,Região Autónoma da Madeira,5176
2014,Angra do Heroísmo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,34968
2014,Calheta,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,3650
2014,Corvo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,399
2014,Horta,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,14734
2014,Lagoa,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,14285
2014,Lajes das Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,1468
2014,Lajes do Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4547
2014,Madalena,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,6160
2014,Nordeste,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4764
2014,Ponta Delgada,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,68509
2014,Povoação,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,6094
2014,Ribeira Grande,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,31937
2014,Santa Cruz da Graciosa,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,4237
2014,Santa Cruz das Flores,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,2190
2014,São Roque do Pico,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,3311
2014,Velas,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5244
2014,Vila Franca do Campo,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,10880
2014,Vila da Praia da Vitória,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,20421
2014,Vila do Porto,Região Autónoma dos Açores,Região Autónoma dos Açores,Região Autónoma dos Açores,5473
2015,Alandroal,Continente,Alentejo,Alentejo Central,5397
2015,Arraiolos,Continente,Alentejo,Alentejo Central,6869
2015,Borba,Continente,Alentejo,Alentejo Central,6875
2015,Estremoz,Continente,Alentejo,Alentejo Central,13350
2015,Montemor-o-Novo,Continente,Alentejo,Alentejo Central,16520
2015,Mora,Continente,Alentejo,Alentejo Central,4627
2015,Mourão,Continente,Alentejo,Alentejo Central,2498
2015,Portel,Continente,Alentejo,Alentejo Central,5949
2015,Redondo,Continente,Alentejo,Alentejo Central,6654
2015,Reguengos de Monsaraz,Continente,Alentejo,Alentejo Central,10296
2015,Vendas Novas,Continente,Alentejo,Alentejo Central,11500
2015,Viana do Alentejo,Continente,Alentejo,Alentejo Central,5574
2015,Vila Viçosa,Continente,Alentejo,Alentejo Central,7851
2015,Évora,Continente,Alentejo,Alentejo Central,55123
2015,Alcácer do Sal,Continente,Alentejo,Alentejo Litoral,11986
2015,Grândola,Continente,Alentejo,Alentejo Litoral,14215
2015,Odemira,Continente,Alentejo,Alentejo Litoral,26390
2015,Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,28474
2015,Sines,Continente,Alentejo,Alentejo Litoral,14271
2015,Alter do Chão,Continente,Alentejo,Alto Alentejo,3347
2015,Arronches,Continente,Alentejo,Alto Alentejo,3043
2015,Avis,Continente,Alentejo,Alto Alentejo,4128
2015,Campo Maior,Continente,Alentejo,Alto Alentejo,8296
2015,Castelo de Vide,Continente,Alentejo,Alto Alentejo,3310
2015,Crato,Continente,Alentejo,Alto Alentejo,3516
2015,Elvas,Continente,Alentejo,Alto Alentejo,21842
2015,Fronteira,Continente,Alentejo,Alto Alentejo,3182
2015,Gavião,Continente,Alentejo,Alto Alentejo,3765
2015,Marvão,Continente,Alentejo,Alto Alentejo,3269
2015,Monforte,Continente,Alentejo,Alto Alentejo,3134
2015,Nisa,Continente,Alentejo,Alto Alentejo,6686
2015,Ponte de Sor,Continente,Alentejo,Alto Alentejo,15861
2015,Portalegre,Continente,Alentejo,Alto Alentejo,23552
2015,Sousel,Continente,Alentejo,Alto Alentejo,4659
2015,Aljustrel,Continente,Alentejo,Baixo Alentejo,8984
2015,Almodôvar,Continente,Alentejo,Baixo Alentejo,7030
2015,Alvito,Continente,Alentejo,Baixo Alentejo,2395
2015,Barrancos,Continente,Alentejo,Baixo Alentejo,1680
2015,Beja,Continente,Alentejo,Baixo Alentejo,34744
2015,Castro Verde,Continente,Alentejo,Baixo Alentejo,7148
2015,Cuba,Continente,Alentejo,Baixo Alentejo,4682
2015,Ferreira do Alentejo,Continente,Alentejo,Baixo Alentejo,7853
2015,Moura,Continente,Alentejo,Baixo Alentejo,14103
2015,Mértola,Continente,Alentejo,Baixo Alentejo,6579
2015,Ourique,Continente,Alentejo,Baixo Alentejo,5115
2015,Serpa,Continente,Alentejo,Baixo Alentejo,14531
2015,Vidigueira,Continente,Alentejo,Baixo Alentejo,5514
2015,Almeirim,Continente,Alentejo,Lezíria do Tejo,22666
2015,Alpiarça,Continente,Alentejo,Lezíria do Tejo,7255
2015,Azambuja,Continente,Alentejo,Lezíria do Tejo,21353
2015,Benavente,Continente,Alentejo,Lezíria do Tejo,28996
2015,Cartaxo,Continente,Alentejo,Lezíria do Tejo,23596
2015,Chamusca,Continente,Alentejo,Lezíria do Tejo,9196
2015,Coruche,Continente,Alentejo,Lezíria do Tejo,18584
2015,Golegã,Continente,Alentejo,Lezíria do Tejo,5667
2015,Rio Maior,Continente,Alentejo,Lezíria do Tejo,20862
2015,Salvaterra de Magos,Continente,Alentejo,Lezíria do Tejo,21676
2015,Santarém,Continente,Alentejo,Lezíria do Tejo,59696
2015,Albufeira,Continente,Algarve,Algarve,42144
2015,Alcoutim,Continente,Algarve,Algarve,2724
2015,Aljezur,Continente,Algarve,Algarve,5670
2015,Castro Marim,Continente,Algarve,Algarve,6485
2015,Faro,Continente,Algarve,Algarve,66014
2015,Lagoa,Continente,Algarve,Algarve,22814
2015,Lagos,Continente,Algarve,Algarve,31435
2015,Loulé,Continente,Algarve,Algarve,70034
2015,Monchique,Continente,Algarve,Algarve,5607
2015,Olhão,Continente,Algarve,Algarve,44308
2015,Portimão,Continente,Algarve,Algarve,56920
2015,Silves,Continente,Algarve,Algarve,36438
2015,São Brás de Alportel,Continente,Algarve,Algarve,10789
2015,Tavira,Continente,Algarve,Algarve,26289
2015,Vila Real de Santo António,Continente,Algarve,Algarve,18718
2015,Vila do Bispo,Continente,Algarve,Algarve,5290
2015,Castelo Branco,Continente,Centro,Beira Baixa,54037
2015,Idanha-a-Nova,Continente,Centro,Beira Baixa,8937
2015,Oleiros,Continente,Centro,Beira Baixa,5127
2015,Penamacor,Continente,Centro,Beira Baixa,5060
2015,Proença-a-Nova,Continente,Centro,Beira Baixa,7614
2015,Vila Velha de Ródão,Continente,Centro,Beira Baixa,3315
2015,Almeida,Continente,Centro,Beiras e Serra da Estrela,6613
2015,Belmonte,Continente,Centro,Beiras e Serra da Estrela,6436
2015,Celorico da Beira,Continente,Centro,Beiras e Serra da Estrela,7052
2015,Covilhã,Continente,Centro,Beiras e Serra da Estrela,48833
2015,Figueira de Castelo Rodrigo,Continente,Centro,Beiras e Serra da Estrela,5755
2015,Fornos de Algodres,Continente,Centro,Beiras e Serra da Estrela,4793
2015,Fundão,Continente,Centro,Beiras e Serra da Estrela,27447
2015,Gouveia,Continente,Centro,Beiras e Serra da Estrela,13054
2015,Guarda,Continente,Centro,Beiras e Serra da Estrela,41367
2015,Manteigas,Continente,Centro,Beiras e Serra da Estrela,3190
2015,Mêda,Continente,Centro,Beiras e Serra da Estrela,4769
2015,Pinhel,Continente,Centro,Beiras e Serra da Estrela,8805
2015,Sabugal,Continente,Centro,Beiras e Serra da Estrela,11868
2015,Seia,Continente,Centro,Beiras e Serra da Estrela,23314
2015,Trancoso,Continente,Centro,Beiras e Serra da Estrela,9053
2015,Abrantes,Continente,Centro,Médio Tejo,36658
2015,Alcanena,Continente,Centro,Médio Tejo,13102
2015,Constância,Continente,Centro,Médio Tejo,3922
2015,Entroncamento,Continente,Centro,Médio Tejo,19976
2015,Ferreira do Zêzere,Continente,Centro,Médio Tejo,8077
2015,Mação,Continente,Centro,Médio Tejo,6814
2015,Ourém,Continente,Centro,Médio Tejo,44744
2015,Sardoal,Continente,Centro,Médio Tejo,3735
2015,Sertã,Continente,Centro,Médio Tejo,14991
2015,Tomar,Continente,Centro,Médio Tejo,38235
2015,Torres Novas,Continente,Centro,Médio Tejo,35326
2015,Vila Nova da Barquinha,Continente,Centro,Médio Tejo,7084
2015,Vila de Rei,Continente,Centro,Médio Tejo,3406
2015,Alcobaça,Continente,Centro,Oeste,55182
2015,Alenquer,Continente,Centro,Oeste,43019
2015,Arruda dos Vinhos,Continente,Centro,Oeste,13502
2015,Bombarral,Continente,Centro,Oeste,12673
2015,Cadaval,Continente,Centro,Oeste,13642
2015,Caldas da Rainha,Continente,Centro,Oeste,50920
2015,Lourinhã,Continente,Centro,Oeste,25665
2015,Nazaré,Continente,Centro,Oeste,14956
2015,Peniche,Continente,Centro,Oeste,26923
2015,Sobral de Monte Agraço,Continente,Centro,Oeste,10260
