Municipio,NUTS I,NUTS II,NUTS III,mes,ano,nr_dormidas
Fafe,Continente,Norte,Ave,Junho,2014,1419
Fafe,Continente,Norte,Ave,Julho,2014,1997
Fafe,Continente,Norte,Ave,Agosto,2014,3019
Fafe,Continente,Norte,Ave,Setembro,2014,1835
Fafe,Continente,Norte,Ave,Outubro,2014,1326
Fafe,Continente,Norte,Ave,Novembro,2014,916
Fafe,Continente,Norte,Ave,Dezembro,2014,1213
Fafe,Continente,Norte,Ave,Janeiro,2015,778
Fafe,Continente,Norte,Ave,Fevereiro,2015,814
Fafe,Continente,Norte,Ave,Março,2015,1120
Fafe,Continente,Norte,Ave,Abril,2015,1453
Fafe,Continente,Norte,Ave,Maio,2015,1650
Fafe,Continente,Norte,Ave,Junho,2015,1675
Fafe,Continente,Norte,Ave,Julho,2015,2296
Fafe,Continente,Norte,Ave,Agosto,2015,3455
Fafe,Continente,Norte,Ave,Setembro,2015,2153
Fafe,Continente,Norte,Ave,Outubro,2015,1530
Fafe,Continente,Norte,Ave,Novembro,2015,1009
Fafe,Continente,Norte,Ave,Dezembro,2015,1342
Fafe,Continente,Norte,Ave,Janeiro,2016,900
Fafe,Continente,Norte,Ave,Fevereiro,2016,992
Fafe,Continente,Norte,Ave,Março,2016,1413
Fafe,Continente,Norte,Ave,Abril,2016,1596
Fafe,Continente,Norte,Ave,Maio,2016,1809
Fafe,Continente,Norte,Ave,Junho,2016,1954
Fafe,Continente,Norte,Ave,Julho,2016,2652
Fafe,Continente,Norte,Ave,Agosto,2016,3768
Fafe,Continente,Norte,Ave,Setembro,2016,2396
Fafe,Continente,Norte,Ave,Outubro,2016,1775
Fafe,Continente,Norte,Ave,Novembro,2016,1170
Fafe,Continente,Norte,Ave,Dezembro,2016,1516
Fafe,Continente,Norte,Ave,Janeiro,2017,986
Fafe,Continente,Norte,Ave,Fevereiro,2017,1108
Fafe,Continente,Norte,Ave,Março,2017,1391
Fafe,Continente,Norte,Ave,Abril,2017,2091
Fafe,Continente,Norte,Ave,Maio,2017,2005
Fafe,Continente,Norte,Ave,Junho,2017,2216
Fafe,Continente,Norte,Ave,Julho,2017,2926
Fafe,Continente,Norte,Ave,Agosto,2017,4159
Fafe,Continente,Norte,Ave,Setembro,2017,2694
Fafe,Continente,Norte,Ave,Outubro,2017,1998
Fafe,Continente,Norte,Ave,Novembro,2017,1342
Fafe,Continente,Norte,Ave,Dezembro,2017,1823
Fafe,Continente,Norte,Ave,Janeiro,2018,1091
Fafe,Continente,Norte,Ave,Fevereiro,2018,1237
Fafe,Continente,Norte,Ave,Março,2018,1700
Fafe,Continente,Norte,Ave,Abril,2018,2050
Fafe,Continente,Norte,Ave,Maio,2018,2254
Fafe,Continente,Norte,Ave,Junho,2018,2360
Fafe,Continente,Norte,Ave,Julho,2018,3080
Fafe,Continente,Norte,Ave,Agosto,2018,4485
Fafe,Continente,Norte,Ave,Setembro,2018,2883
Fafe,Continente,Norte,Ave,Outubro,2018,2204
Fafe,Continente,Norte,Ave,Novembro,2018,1561
Fafe,Continente,Norte,Ave,Dezembro,2018,1883
Fafe,Continente,Norte,Ave,Janeiro,2019,1230
Fafe,Continente,Norte,Ave,Fevereiro,2019,1290
Fafe,Continente,Norte,Ave,Março,2019,1808
Fafe,Continente,Norte,Ave,Abril,2019,2393
Fafe,Continente,Norte,Ave,Maio,2019,2485
Fafe,Continente,Norte,Ave,Junho,2019,2686
Fafe,Continente,Norte,Ave,Julho,2019,3509
Fafe,Continente,Norte,Ave,Agosto,2019,4866
Fafe,Continente,Norte,Ave,Setembro,2019,3156
Fafe,Continente,Norte,Ave,Outubro,2019,2368
Fafe,Continente,Norte,Ave,Novembro,2019,1730
Fafe,Continente,Norte,Ave,Dezembro,2019,2097
Fafe,Continente,Norte,Ave,Janeiro,2020,1654
Fafe,Continente,Norte,Ave,Fevereiro,2020,2416
Fafe,Continente,Norte,Ave,Março,2020,652
Fafe,Continente,Norte,Ave,Maio,2020,84
Fafe,Continente,Norte,Ave,Junho,2020,1004
Fafe,Continente,Norte,Ave,Julho,2020,2644
Fafe,Continente,Norte,Ave,Agosto,2020,4819
Fafe,Continente,Norte,Ave,Setembro,2020,3178
Fafe,Continente,Norte,Ave,Outubro,2020,2274
Fafe,Continente,Norte,Ave,Novembro,2020,733
Fafe,Continente,Norte,Ave,Dezembro,2020,982
Fafe,Continente,Norte,Ave,Janeiro,2021,809
Fafe,Continente,Norte,Ave,Fevereiro,2021,394
Fafe,Continente,Norte,Ave,Março,2021,424
Fafe,Continente,Norte,Ave,Abril,2021,544
Fafe,Continente,Norte,Ave,Maio,2021,1526
Fafe,Continente,Norte,Ave,Junho,2021,1621
Fafe,Continente,Norte,Ave,Julho,2021,2347
Fafe,Continente,Norte,Ave,Agosto,2021,4883
Fafe,Continente,Norte,Ave,Setembro,2021,3013
Fafe,Continente,Norte,Ave,Outubro,2021,2544
Fafe,Continente,Norte,Ave,Novembro,2021,1517
Fafe,Continente,Norte,Ave,Dezembro,2021,2264
Fafe,Continente,Norte,Ave,Janeiro,2022,861
Fafe,Continente,Norte,Ave,Fevereiro,2022,1439
Fafe,Continente,Norte,Ave,Março,2022,2187
Fafe,Continente,Norte,Ave,Abril,2022,2707
Fafe,Continente,Norte,Ave,Maio,2022,3053
Fafe,Continente,Norte,Ave,Junho,2022,3170
Fafe,Continente,Norte,Ave,Julho,2022,4587
Fafe,Continente,Norte,Ave,Agosto,2022,6807
Fafe,Continente,Norte,Ave,Setembro,2022,2514
Fafe,Continente,Norte,Ave,Outubro,2022,2529
Fafe,Continente,Norte,Ave,Novembro,2022,1514
Fafe,Continente,Norte,Ave,Dezembro,2022,2317
Fafe,Continente,Norte,Ave,Janeiro,2023,1148
Fafe,Continente,Norte,Ave,Fevereiro,2023,1520
Fafe,Continente,Norte,Ave,Março,2023,2059
Fafe,Continente,Norte,Ave,Abril,2023,2710
Fafe,Continente,Norte,Ave,Maio,2023,2383
Fafe,Continente,Norte,Ave,Junho,2023,2616
Fafe,Continente,Norte,Ave,Julho,2023,4421
Fafe,Continente,Norte,Ave,Agosto,2023,6198
Fafe,Continente,Norte,Ave,Setembro,2023,4188
Fafe,Continente,Norte,Ave,Outubro,2023,3048
Fafe,Continente,Norte,Ave,Novembro,2023,2527
Fafe,Continente,Norte,Ave,Dezembro,2023,3160
Fafe,Continente,Norte,Ave,Janeiro,2024,1289
Fafe,Continente,Norte,Ave,Fevereiro,2024,1547
Fafe,Continente,Norte,Ave,Março,2024,1846
Fafe,Continente,Norte,Ave,Abril,2024,3126
Fafe,Continente,Norte,Ave,Maio,2024,2950
Fafe,Continente,Norte,Ave,Junho,2024,3026
Fafe,Continente,Norte,Ave,Julho,2024,3957
Fafe,Continente,Norte,Ave,Agosto,2024,6212
Fafe,Continente,Norte,Ave,Setembro,2024,4086
Fafe,Continente,Norte,Ave,Outubro,2024,2315
Fafe,Continente,Norte,Ave,Novembro,2024,1594
Fafe,Continente,Norte,Ave,Dezembro,2024,2173
Guimarães,Continente,Norte,Ave,Janeiro,2014,7355
Guimarães,Continente,Norte,Ave,Fevereiro,2014,7916
Guimarães,Continente,Norte,Ave,Março,2014,10600
Guimarães,Continente,Norte,Ave,Abril,2014,14201
Guimarães,Continente,Norte,Ave,Maio,2014,15504
Guimarães,Continente,Norte,Ave,Junho,2014,14787
Guimarães,Continente,Norte,Ave,Julho,2014,17919
Guimarães,Continente,Norte,Ave,Agosto,2014,24694
Guimarães,Continente,Norte,Ave,Setembro,2014,17853
Guimarães,Continente,Norte,Ave,Outubro,2014,14837
Guimarães,Continente,Norte,Ave,Novembro,2014,10952
Guimarães,Continente,Norte,Ave,Dezembro,2014,11692
Guimarães,Continente,Norte,Ave,Janeiro,2015,8975
Guimarães,Continente,Norte,Ave,Fevereiro,2015,9383
Guimarães,Continente,Norte,Ave,Março,2015,12824
Guimarães,Continente,Norte,Ave,Abril,2015,15503
Guimarães,Continente,Norte,Ave,Maio,2015,18246
Guimarães,Continente,Norte,Ave,Junho,2015,17454
Guimarães,Continente,Norte,Ave,Julho,2015,20606
Guimarães,Continente,Norte,Ave,Agosto,2015,28267
Guimarães,Continente,Norte,Ave,Setembro,2015,20945
Guimarães,Continente,Norte,Ave,Outubro,2015,17123
Guimarães,Continente,Norte,Ave,Novembro,2015,12071
Guimarães,Continente,Norte,Ave,Dezembro,2015,12937
Guimarães,Continente,Norte,Ave,Janeiro,2016,10379
Guimarães,Continente,Norte,Ave,Fevereiro,2016,11435
Guimarães,Continente,Norte,Ave,Março,2016,16174
Guimarães,Continente,Norte,Ave,Abril,2016,17028
Guimarães,Continente,Norte,Ave,Maio,2016,19996
Guimarães,Continente,Norte,Ave,Junho,2016,20367
Guimarães,Continente,Norte,Ave,Julho,2016,23800
Guimarães,Continente,Norte,Ave,Agosto,2016,30828
Guimarães,Continente,Norte,Ave,Setembro,2016,23312
Guimarães,Continente,Norte,Ave,Outubro,2016,19860
Guimarães,Continente,Norte,Ave,Novembro,2016,13990
Guimarães,Continente,Norte,Ave,Dezembro,2016,14613
Guimarães,Continente,Norte,Ave,Janeiro,2017,11374
Guimarães,Continente,Norte,Ave,Fevereiro,2017,12771
Guimarães,Continente,Norte,Ave,Março,2017,15927
Guimarães,Continente,Norte,Ave,Abril,2017,22319
Guimarães,Continente,Norte,Ave,Maio,2017,22166
Guimarães,Continente,Norte,Ave,Junho,2017,23104
Guimarães,Continente,Norte,Ave,Julho,2017,26257
Guimarães,Continente,Norte,Ave,Agosto,2017,34024
Guimarães,Continente,Norte,Ave,Setembro,2017,26207
Guimarães,Continente,Norte,Ave,Outubro,2017,22358
Guimarães,Continente,Norte,Ave,Novembro,2017,16042
Guimarães,Continente,Norte,Ave,Dezembro,2017,17569
Guimarães,Continente,Norte,Ave,Janeiro,2018,12575
Guimarães,Continente,Norte,Ave,Fevereiro,2018,14256
Guimarães,Continente,Norte,Ave,Março,2018,19455
Guimarães,Continente,Norte,Ave,Abril,2018,21877
Guimarães,Continente,Norte,Ave,Maio,2018,24917
Guimarães,Continente,Norte,Ave,Junho,2018,24599
Guimarães,Continente,Norte,Ave,Julho,2018,27639
Guimarães,Continente,Norte,Ave,Agosto,2018,36688
Guimarães,Continente,Norte,Ave,Setembro,2018,28048
Guimarães,Continente,Norte,Ave,Outubro,2018,24670
Guimarães,Continente,Norte,Ave,Novembro,2018,18668
Guimarães,Continente,Norte,Ave,Dezembro,2018,18149
Guimarães,Continente,Norte,Ave,Janeiro,2019,14182
Guimarães,Continente,Norte,Ave,Fevereiro,2019,14876
Guimarães,Continente,Norte,Ave,Março,2019,20695
Guimarães,Continente,Norte,Ave,Abril,2019,25535
Guimarães,Continente,Norte,Ave,Maio,2019,27469
Guimarães,Continente,Norte,Ave,Junho,2019,27996
Guimarães,Continente,Norte,Ave,Julho,2019,31495
Guimarães,Continente,Norte,Ave,Agosto,2019,39810
Guimarães,Continente,Norte,Ave,Setembro,2019,30706
Guimarães,Continente,Norte,Ave,Outubro,2019,26507
Guimarães,Continente,Norte,Ave,Novembro,2019,20689
Guimarães,Continente,Norte,Ave,Dezembro,2019,20214
Guimarães,Continente,Norte,Ave,Janeiro,2020,19100
Guimarães,Continente,Norte,Ave,Fevereiro,2020,22229
Guimarães,Continente,Norte,Ave,Março,2020,9713
Guimarães,Continente,Norte,Ave,Abril,2020,654
Guimarães,Continente,Norte,Ave,Maio,2020,2398
Guimarães,Continente,Norte,Ave,Junho,2020,7249
Guimarães,Continente,Norte,Ave,Julho,2020,14143
Guimarães,Continente,Norte,Ave,Agosto,2020,25662
Guimarães,Continente,Norte,Ave,Setembro,2020,17258
Guimarães,Continente,Norte,Ave,Outubro,2020,13503
Guimarães,Continente,Norte,Ave,Novembro,2020,5500
Guimarães,Continente,Norte,Ave,Dezembro,2020,6275
Guimarães,Continente,Norte,Ave,Janeiro,2021,5000
Guimarães,Continente,Norte,Ave,Fevereiro,2021,4106
Guimarães,Continente,Norte,Ave,Março,2021,4788
Guimarães,Continente,Norte,Ave,Abril,2021,7732
Guimarães,Continente,Norte,Ave,Maio,2021,12459
Guimarães,Continente,Norte,Ave,Junho,2021,14796
Guimarães,Continente,Norte,Ave,Julho,2021,21107
Guimarães,Continente,Norte,Ave,Agosto,2021,37052
Guimarães,Continente,Norte,Ave,Setembro,2021,25544
Guimarães,Continente,Norte,Ave,Outubro,2021,26248
Guimarães,Continente,Norte,Ave,Novembro,2021,21557
Guimarães,Continente,Norte,Ave,Dezembro,2021,18076
Guimarães,Continente,Norte,Ave,Janeiro,2022,10881
Guimarães,Continente,Norte,Ave,Fevereiro,2022,15566
Guimarães,Continente,Norte,Ave,Março,2022,19674
Guimarães,Continente,Norte,Ave,Abril,2022,27779
Guimarães,Continente,Norte,Ave,Maio,2022,28717
Guimarães,Continente,Norte,Ave,Junho,2022,31771
Guimarães,Continente,Norte,Ave,Julho,2022,32625
Guimarães,Continente,Norte,Ave,Agosto,2022,47812
Guimarães,Continente,Norte,Ave,Setembro,2022,32587
Guimarães,Continente,Norte,Ave,Outubro,2022,30259
Guimarães,Continente,Norte,Ave,Novembro,2022,21277
Guimarães,Continente,Norte,Ave,Dezembro,2022,21918
Guimarães,Continente,Norte,Ave,Janeiro,2023,16766
Guimarães,Continente,Norte,Ave,Fevereiro,2023,19606
Guimarães,Continente,Norte,Ave,Março,2023,23402
Guimarães,Continente,Norte,Ave,Abril,2023,32298
Guimarães,Continente,Norte,Ave,Maio,2023,31146
Guimarães,Continente,Norte,Ave,Junho,2023,29660
Guimarães,Continente,Norte,Ave,Julho,2023,40690
Guimarães,Continente,Norte,Ave,Agosto,2023,50863
Guimarães,Continente,Norte,Ave,Setembro,2023,37961
Guimarães,Continente,Norte,Ave,Outubro,2023,35030
Guimarães,Continente,Norte,Ave,Novembro,2023,24219
Guimarães,Continente,Norte,Ave,Dezembro,2023,28821
Guimarães,Continente,Norte,Ave,Janeiro,2024,18566
Guimarães,Continente,Norte,Ave,Fevereiro,2024,21195
Guimarães,Continente,Norte,Ave,Março,2024,29013
Guimarães,Continente,Norte,Ave,Abril,2024,31509
Guimarães,Continente,Norte,Ave,Maio,2024,36610
Guimarães,Continente,Norte,Ave,Junho,2024,34440
Guimarães,Continente,Norte,Ave,Julho,2024,39504
Guimarães,Continente,Norte,Ave,Agosto,2024,50417
Guimarães,Continente,Norte,Ave,Setembro,2024,39598
Guimarães,Continente,Norte,Ave,Outubro,2024,31567
Guimarães,Continente,Norte,Ave,Novembro,2024,27616
Guimarães,Continente,Norte,Ave,Dezembro,2024,24949
Mondim de Basto,Continente,Norte,Ave,Janeiro,2014,1302
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2014,1293
Mondim de Basto,Continente,Norte,Ave,Março,2014,1461
Mondim de Basto,Continente,Norte,Ave,Abril,2014,2105
Mondim de Basto,Continente,Norte,Ave,Maio,2014,2340
Mondim de Basto,Continente,Norte,Ave,Junho,2014,2562
Mondim de Basto,Continente,Norte,Ave,Julho,2014,3254
Mondim de Basto,Continente,Norte,Ave,Agosto,2014,4078
Mondim de Basto,Continente,Norte,Ave,Setembro,2014,2716
Mondim de Basto,Continente,Norte,Ave,Outubro,2014,2128
Mondim de Basto,Continente,Norte,Ave,Novembro,2014,1557
Mondim de Basto,Continente,Norte,Ave,Dezembro,2014,1741
Mondim de Basto,Continente,Norte,Ave,Janeiro,2015,1588
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2015,1532
Mondim de Basto,Continente,Norte,Ave,Março,2015,1767
Mondim de Basto,Continente,Norte,Ave,Abril,2015,2298
Mondim de Basto,Continente,Norte,Ave,Maio,2015,2754
Mondim de Basto,Continente,Norte,Ave,Junho,2015,3024
Mondim de Basto,Continente,Norte,Ave,Julho,2015,3742
Mondim de Basto,Continente,Norte,Ave,Agosto,2015,4668
Mondim de Basto,Continente,Norte,Ave,Setembro,2015,3186
Mondim de Basto,Continente,Norte,Ave,Outubro,2015,2456
Mondim de Basto,Continente,Norte,Ave,Novembro,2015,1716
Mondim de Basto,Continente,Norte,Ave,Dezembro,2015,1926
Mondim de Basto,Continente,Norte,Ave,Janeiro,2016,1837
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2016,1867
Mondim de Basto,Continente,Norte,Ave,Março,2016,2229
Mondim de Basto,Continente,Norte,Ave,Abril,2016,2524
Mondim de Basto,Continente,Norte,Ave,Maio,2016,3018
Mondim de Basto,Continente,Norte,Ave,Junho,2016,3529
Mondim de Basto,Continente,Norte,Ave,Julho,2016,4322
Mondim de Basto,Continente,Norte,Ave,Agosto,2016,5091
Mondim de Basto,Continente,Norte,Ave,Setembro,2016,3546
Mondim de Basto,Continente,Norte,Ave,Outubro,2016,2849
Mondim de Basto,Continente,Norte,Ave,Novembro,2016,1989
Mondim de Basto,Continente,Norte,Ave,Dezembro,2016,2175
Mondim de Basto,Continente,Norte,Ave,Janeiro,2017,2013
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2017,2086
Mondim de Basto,Continente,Norte,Ave,Março,2017,2195
Mondim de Basto,Continente,Norte,Ave,Abril,2017,3308
Mondim de Basto,Continente,Norte,Ave,Maio,2017,3346
Mondim de Basto,Continente,Norte,Ave,Junho,2017,4003
Mondim de Basto,Continente,Norte,Ave,Julho,2017,4769
Mondim de Basto,Continente,Norte,Ave,Agosto,2017,5619
Mondim de Basto,Continente,Norte,Ave,Setembro,2017,3987
Mondim de Basto,Continente,Norte,Ave,Outubro,2017,3207
Mondim de Basto,Continente,Norte,Ave,Novembro,2017,2281
Mondim de Basto,Continente,Norte,Ave,Dezembro,2017,2615
Mondim de Basto,Continente,Norte,Ave,Janeiro,2018,2225
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2018,2328
Mondim de Basto,Continente,Norte,Ave,Março,2018,2681
Mondim de Basto,Continente,Norte,Ave,Abril,2018,3243
Mondim de Basto,Continente,Norte,Ave,Maio,2018,3761
Mondim de Basto,Continente,Norte,Ave,Junho,2018,4262
Mondim de Basto,Continente,Norte,Ave,Julho,2018,5020
Mondim de Basto,Continente,Norte,Ave,Agosto,2018,6059
Mondim de Basto,Continente,Norte,Ave,Setembro,2018,4266
Mondim de Basto,Continente,Norte,Ave,Outubro,2018,3538
Mondim de Basto,Continente,Norte,Ave,Novembro,2018,2655
Mondim de Basto,Continente,Norte,Ave,Dezembro,2018,2702
Mondim de Basto,Continente,Norte,Ave,Janeiro,2019,2509
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2019,2430
Mondim de Basto,Continente,Norte,Ave,Março,2019,2852
Mondim de Basto,Continente,Norte,Ave,Abril,2019,3785
Mondim de Basto,Continente,Norte,Ave,Maio,2019,4147
Mondim de Basto,Continente,Norte,Ave,Junho,2019,4851
Mondim de Basto,Continente,Norte,Ave,Julho,2019,5720
Mondim de Basto,Continente,Norte,Ave,Agosto,2019,6574
Mondim de Basto,Continente,Norte,Ave,Setembro,2019,4671
Mondim de Basto,Continente,Norte,Ave,Outubro,2019,3802
Mondim de Basto,Continente,Norte,Ave,Novembro,2019,2942
Mondim de Basto,Continente,Norte,Ave,Dezembro,2019,3009
Mondim de Basto,Continente,Norte,Ave,Janeiro,2020,2518
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2020,2631
Mondim de Basto,Continente,Norte,Ave,Junho,2020,3215
Mondim de Basto,Continente,Norte,Ave,Julho,2020,5120
Mondim de Basto,Continente,Norte,Ave,Agosto,2020,6008
Mondim de Basto,Continente,Norte,Ave,Setembro,2020,4751
Mondim de Basto,Continente,Norte,Ave,Outubro,2020,2989
Mondim de Basto,Continente,Norte,Ave,Novembro,2020,1361
Mondim de Basto,Continente,Norte,Ave,Dezembro,2020,1991
Mondim de Basto,Continente,Norte,Ave,Abril,2021,1094
Mondim de Basto,Continente,Norte,Ave,Maio,2021,3685
Mondim de Basto,Continente,Norte,Ave,Junho,2021,4478
Mondim de Basto,Continente,Norte,Ave,Julho,2021,5263
Mondim de Basto,Continente,Norte,Ave,Agosto,2021,7334
Mondim de Basto,Continente,Norte,Ave,Setembro,2021,4985
Mondim de Basto,Continente,Norte,Ave,Outubro,2021,5008
Mondim de Basto,Continente,Norte,Ave,Novembro,2021,3106
Mondim de Basto,Continente,Norte,Ave,Dezembro,2021,2594
Mondim de Basto,Continente,Norte,Ave,Janeiro,2022,2451
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2022,2968
Mondim de Basto,Continente,Norte,Ave,Março,2022,2936
Mondim de Basto,Continente,Norte,Ave,Abril,2022,4490
Mondim de Basto,Continente,Norte,Ave,Maio,2022,4299
Mondim de Basto,Continente,Norte,Ave,Junho,2022,4518
Mondim de Basto,Continente,Norte,Ave,Julho,2022,6447
Mondim de Basto,Continente,Norte,Ave,Agosto,2022,8225
Mondim de Basto,Continente,Norte,Ave,Setembro,2022,4785
Mondim de Basto,Continente,Norte,Ave,Outubro,2022,4133
Mondim de Basto,Continente,Norte,Ave,Novembro,2022,3048
Mondim de Basto,Continente,Norte,Ave,Dezembro,2022,3516
Mondim de Basto,Continente,Norte,Ave,Janeiro,2023,3117
Mondim de Basto,Continente,Norte,Ave,Fevereiro,2023,3508
Mondim de Basto,Continente,Norte,Ave,Março,2023,3241
Mondim de Basto,Continente,Norte,Ave,Abril,2023,4938
Mondim de Basto,Continente,Norte,Ave,Maio,2023,3750
Mondim de Basto,Continente,Norte,Ave,Junho,2023,4794
Mondim de Basto,Continente,Norte,Ave,Julho,2023,6978
Mondim de Basto,Continente,Norte,Ave,Agosto,2023,8192
Mondim de Basto,Continente,Norte,Ave,Setembro,2023,5223
Mondim de Basto,Continente,Norte,Ave,Outubro,2023,4325
Mondim de Basto,Continente,Norte,Ave,Novembro,2023,3184
Mondim de Basto,Continente,Norte,Ave,Dezembro,2023,3679
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2014,330
Póvoa de Lanhoso,Continente,Norte,Ave,Fevereiro,2014,516
Póvoa de Lanhoso,Continente,Norte,Ave,Março,2014,637
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2014,871
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2014,638
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2014,959
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2014,1151
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2014,1982
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2014,1069
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2014,715
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2014,555
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2014,674
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2015,403
Póvoa de Lanhoso,Continente,Norte,Ave,Fevereiro,2015,611
Póvoa de Lanhoso,Continente,Norte,Ave,Março,2015,771
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2015,951
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2015,751
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2015,1132
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2015,1323
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2015,2269
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2015,1255
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2015,825
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2015,611
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2015,746
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2016,466
Póvoa de Lanhoso,Continente,Norte,Ave,Fevereiro,2016,745
Póvoa de Lanhoso,Continente,Norte,Ave,Março,2016,972
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2016,1045
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2016,823
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2016,1321
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2016,1528
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2016,2474
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2016,1396
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2016,957
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2016,709
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2016,842
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2017,511
Póvoa de Lanhoso,Continente,Norte,Ave,Fevereiro,2017,832
Póvoa de Lanhoso,Continente,Norte,Ave,Março,2017,957
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2017,1370
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2017,912
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2017,1499
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2017,1686
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2017,2730
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2017,1570
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2017,1078
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2017,812
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2017,1013
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2018,564
Póvoa de Lanhoso,Continente,Norte,Ave,Fevereiro,2018,929
Póvoa de Lanhoso,Continente,Norte,Ave,Março,2018,1169
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2018,1343
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2018,1025
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2018,1596
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2018,1775
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2018,2944
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2018,1680
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2018,1189
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2018,945
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2018,1046
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2019,636
Póvoa de Lanhoso,Continente,Norte,Ave,Fevereiro,2019,969
Póvoa de Lanhoso,Continente,Norte,Ave,Março,2019,1244
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2019,1567
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2019,1130
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2019,1816
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2019,2022
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2019,3195
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2019,1839
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2019,1278
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2019,1048
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2019,1165
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2020,341
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2020,138
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2020,992
Póvoa de Lanhoso,Continente,Norte,Ave,Julho,2020,1646
Póvoa de Lanhoso,Continente,Norte,Ave,Agosto,2020,2801
Póvoa de Lanhoso,Continente,Norte,Ave,Setembro,2020,1592
Póvoa de Lanhoso,Continente,Norte,Ave,Outubro,2020,160
Póvoa de Lanhoso,Continente,Norte,Ave,Novembro,2020,204
Póvoa de Lanhoso,Continente,Norte,Ave,Dezembro,2020,226
Póvoa de Lanhoso,Continente,Norte,Ave,Janeiro,2021,129
Póvoa de Lanhoso,Continente,Norte,Ave,Abril,2021,237
Póvoa de Lanhoso,Continente,Norte,Ave,Maio,2021,735
Póvoa de Lanhoso,Continente,Norte,Ave,Junho,2021,1274
