Municipio,NUTS I,NUTS II,NUTS III,mes,ano,nr_dormidas
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2018,15961
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2018,20043
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2018,26634
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2018,30474
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2018,42371
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2018,53547
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2018,36151
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2018,23723
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2018,11767
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2018,10488
Odemira,Continente,Alentejo,Alentejo Litoral,Janeiro,2019,9739
Odemira,Continente,Alentejo,Alentejo Litoral,Fevereiro,2019,10780
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2019,16894
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2019,25890
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2019,28839
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2019,35250
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2019,44991
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2019,58108
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2019,38932
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2019,24530
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2019,13521
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2019,10746
Odemira,Continente,Alentejo,Alentejo Litoral,Janeiro,2020,6895
Odemira,Continente,Alentejo,Alentejo Litoral,Fevereiro,2020,10680
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2020,6758
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2020,652
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2020,5203
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2020,24455
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2020,40988
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2020,51947
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2020,36769
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2020,18437
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2020,5996
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2020,7333
Odemira,Continente,Alentejo,Alentejo Litoral,Janeiro,2021,4724
Odemira,Continente,Alentejo,Alentejo Litoral,Fevereiro,2021,4566
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2021,5001
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2021,7852
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2021,15555
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2021,28013
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2021,42268
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2021,57447
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2021,39630
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2021,25977
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2021,10709
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2021,7462
Odemira,Continente,Alentejo,Alentejo Litoral,Janeiro,2022,8498
Odemira,Continente,Alentejo,Alentejo Litoral,Fevereiro,2022,11784
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2022,14569
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2022,27282
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2022,28627
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2022,37251
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2022,48355
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2022,62122
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2022,42264
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2022,26024
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2022,10924
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2022,9788
Odemira,Continente,Alentejo,Alentejo Litoral,Janeiro,2023,9620
Odemira,Continente,Alentejo,Alentejo Litoral,Fevereiro,2023,12776
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2023,17809
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2023,34374
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2023,32044
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2023,39886
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2023,54633
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2023,66874
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2023,45187
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2023,30821
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2023,12538
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2023,10848
Odemira,Continente,Alentejo,Alentejo Litoral,Janeiro,2024,8191
Odemira,Continente,Alentejo,Alentejo Litoral,Fevereiro,2024,11937
Odemira,Continente,Alentejo,Alentejo Litoral,Março,2024,21831
Odemira,Continente,Alentejo,Alentejo Litoral,Abril,2024,30053
Odemira,Continente,Alentejo,Alentejo Litoral,Maio,2024,35456
Odemira,Continente,Alentejo,Alentejo Litoral,Junho,2024,38068
Odemira,Continente,Alentejo,Alentejo Litoral,Julho,2024,53549
Odemira,Continente,Alentejo,Alentejo Litoral,Agosto,2024,66330
Odemira,Continente,Alentejo,Alentejo Litoral,Setembro,2024,44728
Odemira,Continente,Alentejo,Alentejo Litoral,Outubro,2024,28529
Odemira,Continente,Alentejo,Alentejo Litoral,Novembro,2024,15304
Odemira,Continente,Alentejo,Alentejo Litoral,Dezembro,2024,11845
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2014,2645
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2014,3323
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2014,4666
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2014,7305
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2014,7183
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2014,7691
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2014,10018
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2014,15930
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2014,8680
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2014,6230
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2014,4147
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2014,3666
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2015,3183
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2015,4359
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2015,5275
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2015,7017
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2015,8315
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2015,9114
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2015,12312
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2015,18768
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2015,10089
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2015,6905
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2015,4803
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2015,4203
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2016,3468
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2016,5035
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2016,6542
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2016,7413
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2016,8132
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2016,10762
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2016,13989
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2016,19960
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2016,11609
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2016,8184
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2016,4947
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2016,4519
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2017,3872
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2017,5432
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2017,5496
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2017,10531
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2017,9505
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2017,12397
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2017,16685
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2017,22622
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2017,13387
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2017,9882
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2017,6149
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2017,5925
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2018,4440
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2018,6212
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2018,7389
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2018,9047
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2018,11594
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2018,13195
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2018,17514
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2018,23398
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2018,14192
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2018,10742
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2018,7175
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2018,6062
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2019,5335
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2019,6332
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2019,7821
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2019,11686
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2019,12555
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2019,15262
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2019,18597
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2019,25392
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2019,15283
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2019,11107
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2019,8245
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2019,6212
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2020,3455
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2020,9102
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2020,2638
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2020,9164
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2020,15135
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2020,22723
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2020,12218
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2020,7482
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2020,3518
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2020,3631
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2021,2829
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2021,2337
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2021,4210
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2021,5612
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2021,9475
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2021,14427
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2021,17658
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2021,26662
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2021,15776
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2021,11989
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2021,6634
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2021,4773
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2022,4067
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2022,6998
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2022,7012
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2022,11546
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2022,13253
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2022,16325
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2022,21222
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2022,26777
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2022,16183
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2022,11139
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2022,6946
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2022,5727
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2023,5658
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2023,9230
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2023,7061
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2023,13931
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2023,13025
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2023,16075
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2023,20818
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2023,26678
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2023,17337
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2023,17291
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2023,9413
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2023,6307
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Janeiro,2024,5608
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Fevereiro,2024,7529
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Março,2024,9500
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Abril,2024,13124
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Maio,2024,13822
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Junho,2024,16070
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Julho,2024,20933
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Agosto,2024,30303
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Setembro,2024,15914
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Outubro,2024,10953
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Novembro,2024,10150
Santiago do Cacém,Continente,Alentejo,Alentejo Litoral,Dezembro,2024,8541
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2014,2180
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2014,2869
Sines,Continente,Alentejo,Alentejo Litoral,Março,2014,4158
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2014,5707
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2014,5609
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2014,5754
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2014,7649
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2014,13332
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2014,7980
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2014,5956
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2014,3794
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2014,2994
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2015,2624
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2015,3764
Sines,Continente,Alentejo,Alentejo Litoral,Março,2015,4702
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2015,5482
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2015,6494
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2015,6818
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2015,9400
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2015,15708
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2015,9275
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2015,6601
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2015,4394
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2015,3432
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2016,2859
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2016,4349
Sines,Continente,Alentejo,Alentejo Litoral,Março,2016,5831
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2016,5792
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2016,6351
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2016,8051
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2016,10680
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2016,16705
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2016,10673
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2016,7824
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2016,4525
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2016,3691
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2017,3192
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2017,4692
Sines,Continente,Alentejo,Alentejo Litoral,Março,2017,4899
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2017,8227
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2017,7422
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2017,9273
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2017,12739
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2017,18933
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2017,12307
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2017,9447
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2017,5624
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2017,4839
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2018,3659
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2018,5365
Sines,Continente,Alentejo,Alentejo Litoral,Março,2018,6585
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2018,7068
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2018,9054
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2018,9871
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2018,13372
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2018,19583
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2018,13047
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2018,10269
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2018,6564
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2018,4952
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2019,4397
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2019,5469
Sines,Continente,Alentejo,Alentejo Litoral,Março,2019,6971
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2019,9129
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2019,9804
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2019,11417
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2019,14199
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2019,21251
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2019,14051
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2019,10618
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2019,7542
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2019,5073
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2020,3258
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2020,8266
Sines,Continente,Alentejo,Alentejo Litoral,Março,2020,1987
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2020,921
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2020,5219
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2020,13101
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2020,7750
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2020,4006
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2020,2618
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2020,1611
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2021,1723
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2021,1306
Sines,Continente,Alentejo,Alentejo Litoral,Março,2021,2582
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2021,2012
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2021,4568
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2021,6521
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2021,6576
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2021,12810
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2021,7720
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2021,6313
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2021,5380
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2021,2729
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2022,3370
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2022,3616
Sines,Continente,Alentejo,Alentejo Litoral,Março,2022,5871
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2022,7454
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2022,7236
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2022,8016
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2022,12516
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2022,19224
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2022,12841
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2022,9076
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2022,4573
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2022,4161
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2023,4601
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2023,10436
Sines,Continente,Alentejo,Alentejo Litoral,Março,2023,7718
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2023,12478
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2023,11639
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2023,13702
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2023,18825
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2023,27457
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2023,18236
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2023,19438
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2023,11529
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2023,6796
Sines,Continente,Alentejo,Alentejo Litoral,Janeiro,2024,5106
Sines,Continente,Alentejo,Alentejo Litoral,Fevereiro,2024,7649
Sines,Continente,Alentejo,Alentejo Litoral,Março,2024,9477
Sines,Continente,Alentejo,Alentejo Litoral,Abril,2024,12547
Sines,Continente,Alentejo,Alentejo Litoral,Maio,2024,14174
Sines,Continente,Alentejo,Alentejo Litoral,Junho,2024,14579
Sines,Continente,Alentejo,Alentejo Litoral,Julho,2024,19382
Sines,Continente,Alentejo,Alentejo Litoral,Agosto,2024,28976
Sines,Continente,Alentejo,Alentejo Litoral,Setembro,2024,20011
Sines,Continente,Alentejo,Alentejo Litoral,Outubro,2024,14158
Sines,Continente,Alentejo,Alentejo Litoral,Novembro,2024,9694
Sines,Continente,Alentejo,Alentejo Litoral,Dezembro,2024,6843
Alter do Chão,Continente,Alentejo,Alto Alentejo,Janeiro,2014,361
Alter do Chão,Continente,Alentejo,Alto Alentejo,Fevereiro,2014,620
Alter do Chão,Continente,Alentejo,Alto Alentejo,Março,2014,1120
Alter do Chão,Continente,Alentejo,Alto Alentejo,Abril,2014,1614
Alter do Chão,Continente,Alentejo,Alto Alentejo,Maio,2014,1435
Alter do Chão,Continente,Alentejo,Alto Alentejo,Junho,2014,1634
Alter do Chão,Continente,Alentejo,Alto Alentejo,Julho,2014,1780
Alter do Chão,Continente,Alentejo,Alto Alentejo,Agosto,2014,2178
Alter do Chão,Continente,Alentejo,Alto Alentejo,Setembro,2014,1785
Alter do Chão,Continente,Alentejo,Alto Alentejo,Outubro,2014,1603
Alter do Chão,Continente,Alentejo,Alto Alentejo,Novembro,2014,1077
Alter do Chão,Continente,Alentejo,Alto Alentejo,Dezembro,2014,1094
Alter do Chão,Continente,Alentejo,Alto Alentejo,Janeiro,2015,434
Alter do Chão,Continente,Alentejo,Alto Alentejo,Fevereiro,2015,814
Alter do Chão,Continente,Alentejo,Alto Alentejo,Março,2015,1266
Alter do Chão,Continente,Alentejo,Alto Alentejo,Abril,2015,1550
Alter do Chão,Continente,Alentejo,Alto Alentejo,Maio,2015,1661
Alter do Chão,Continente,Alentejo,Alto Alentejo,Junho,2015,1936
Alter do Chão,Continente,Alentejo,Alto Alentejo,Julho,2015,2188
Alter do Chão,Continente,Alentejo,Alto Alentejo,Agosto,2015,2566
Alter do Chão,Continente,Alentejo,Alto Alentejo,Setembro,2015,2074
Alter do Chão,Continente,Alentejo,Alto Alentejo,Outubro,2015,1777
Alter do Chão,Continente,Alentejo,Alto Alentejo,Novembro,2015,1247
Alter do Chão,Continente,Alentejo,Alto Alentejo,Dezembro,2015,1254
Alter do Chão,Continente,Alentejo,Alto Alentejo,Janeiro,2016,474
Alter do Chão,Continente,Alentejo,Alto Alentejo,Fevereiro,2016,940
Alter do Chão,Continente,Alentejo,Alto Alentejo,Março,2016,1570
Alter do Chão,Continente,Alentejo,Alto Alentejo,Abril,2016,1638
Alter do Chão,Continente,Alentejo,Alto Alentejo,Maio,2016,1624
Alter do Chão,Continente,Alentejo,Alto Alentejo,Junho,2016,2286
Alter do Chão,Continente,Alentejo,Alto Alentejo,Julho,2016,2486
