regiao_codigo,regiao_nome,dormidas,ano,origem
,16G1823: Viseu,222730.0,2022,Total
,16G1824: Vouzela,13323.0,2022,Total
,16H: Beira Baixa,206003.0,2022,Total
,16H0502: Castelo Branco,119354.0,2022,Total
,16H0505: Idanha-a-Nova,45785.0,2022,Total
,16H0506: Oleiros,10415.0,2022,Total
,16H0507: Penamacor,15455.0,2022,Total
,16H0508: Proença-a-Nova,4762.0,2022,Total
,16H0511: Vila Velha de Ródão,10232.0,2022,Total
,16I: Médio Tejo,1194908.0,2022,Total
,16I1401: Abrantes,38360.0,2022,Total
,16I1402: Alcanena,13308.0,2022,Total
,16I1408: Constância,7268.0,2022,Total
,16I1410: Entroncamento,16450.0,2022,Total
,16I1411: Ferreira do Zêzere,29258.0,2022,Total
,16I1413: Mação,3308.0,2022,Total
,16I1421: Ourém,861317.0,2022,Total
,16I1417: Sardoal,3714.0,2022,Total
,16I0509: Sertã,64358.0,2022,Total
,16I1418: Tomar,123653.0,2022,Total
,16I1419: Torres Novas,23756.0,2022,Total
,16I0510: Vila de Rei,3392.0,2022,Total
,16I1420: Vila Nova da Barquinha,6766.0,2022,Total
,16J: Beiras e Serra da Estrela,836254.0,2022,Total
,16J0902: Almeida,16635.0,2022,Total
,16J0501: Belmonte,28898.0,2022,Total
,16J0903: Celorico da Beira,30087.0,2022,Total
,16J0503: Covilhã,296965.0,2022,Total
,16J0904: Figueira de Castelo Rodrigo,10862.0,2022,Total
,16J0905: Fornos de Algodres,29574.0,2022,Total
,16J0504: Fundão,90803.0,2022,Total
,16J0906: Gouveia,32470.0,2022,Total
,16J0907: Guarda,73495.0,2022,Total
,16J0908: Manteigas,70789.0,2022,Total
,16J0909: Mêda,24125.0,2022,Total
,16J0910: Pinhel,3440.0,2022,Total
,16J0911: Sabugal,25598.0,2022,Total
,16J0912: Seia,83176.0,2022,Total
,16J0913: Trancoso,19337.0,2022,Total
17,Área Metropolitana de Lisboa,17983699.0,2022,Total
170,Área Metropolitana de Lisboa,17983699.0,2022,Total
1701502,Alcochete,40949.0,2022,Total
1701503,Almada,352606.0,2022,Total
1701115,Amadora,142597.0,2022,Total
1701504,Barreiro,11644.0,2022,Total
1701105,Cascais,1511864.0,2022,Total
1701106,Lisboa,13334237.0,2022,Total
1701107,Loures,233327.0,2022,Total
1701109,Mafra,330443.0,2022,Total
1701506,Moita,,2022,Total
1701507,Montijo,160114.0,2022,Total
1701116,Odivelas,3473.0,2022,Total
1701110,Oeiras,394210.0,2022,Total
1701508,Palmela,81257.0,2022,Total
1701510,Seixal,67924.0,2022,Total
1701511,Sesimbra,232614.0,2022,Total
1701512,Setúbal,368470.0,2022,Total
1701111,Sintra,655475.0,2022,Total
1701114,Vila Franca de Xira,62495.0,2022,Total
18,Alentejo,3035437.0,2022,Total
181,Alentejo Litoral,1054491.0,2022,Total
1811501,Alcácer do Sal,63712.0,2022,Total
1811505,Grândola,418142.0,2022,Total
1810211,Odemira,327488.0,2022,Total
1811509,Santiago do Cacém,147195.0,2022,Total
1811513,Sines,97954.0,2022,Total
184,Baixo Alentejo,382175.0,2022,Total
1840201,Aljustrel,9851.0,2022,Total
1840202,Almodôvar,18700.0,2022,Total
1840203,Alvito,9278.0,2022,Total
1840204,Barrancos,3668.0,2022,Total
1840205,Beja,155543.0,2022,Total
1840206,Castro Verde,20892.0,2022,Total
1840207,Cuba,9609.0,2022,Total
1840208,Ferreira do Alentejo,17448.0,2022,Total
1840209,Mértola,54419.0,2022,Total
1840210,Moura,34023.0,2022,Total
1840212,Ourique,8952.0,2022,Total
1840213,Serpa,22531.0,2022,Total
1840214,Vidigueira,17261.0,2022,Total
185,Lezíria do Tejo,229741.0,2022,Total
1851403,Almeirim,25308.0,2022,Total
1851404,Alpiarça,604.0,2022,Total
1851103,Azambuja,15769.0,2022,Total
1851405,Benavente,31058.0,2022,Total
1851406,Cartaxo,8115.0,2022,Total
1851407,Chamusca,3419.0,2022,Total
1851409,Coruche,11216.0,2022,Total
1851412,Golegã,11900.0,2022,Total
1851414,Rio Maior,17454.0,2022,Total
1851415,Salvaterra de Magos,2597.0,2022,Total
1851416,Santarém,102301.0,2022,Total
186,Alto Alentejo,450121.0,2022,Total
1861201,Alter do Chão,30966.0,2022,Total
1861202,Arronches,12400.0,2022,Total
1861203,Avis,17251.0,2022,Total
1861204,Campo Maior,4935.0,2022,Total
1861205,Castelo de Vide,37347.0,2022,Total
1861206,Crato,13866.0,2022,Total
1861207,Elvas,123189.0,2022,Total
1861208,Fronteira,4317.0,2022,Total
1861209,Gavião,5067.0,2022,Total
1861210,Marvão,42208.0,2022,Total
1861211,Monforte,9318.0,2022,Total
1861212,Nisa,24663.0,2022,Total
1861213,Ponte de Sor,75695.0,2022,Total
1861214,Portalegre,46069.0,2022,Total
1861215,Sousel,2830.0,2022,Total
187,Alentejo Central,918909.0,2022,Total
1870701,Alandroal,11379.0,2022,Total
1870702,Arraiolos,24476.0,2022,Total
1870703,Borba,2528.0,2022,Total
1870704,Estremoz,49385.0,2022,Total
1870705,Évora,622819.0,2022,Total
1870706,Montemor-o-Novo,36690.0,2022,Total
1870707,Mora,3454.0,2022,Total
1870708,Mourão,14916.0,2022,Total
1870709,Portel,7203.0,2022,Total
1870710,Redondo,20542.0,2022,Total
1870711,Reguengos de Monsaraz,70375.0,2022,Total
1870712,Vendas Novas,7248.0,2022,Total
1870713,Viana do Alentejo,3800.0,2022,Total
1870714,Vila Viçosa,44094.0,2022,Total
15,Algarve,19162790.0,2022,Total
150,Algarve,19162790.0,2022,Total
1500801,Albufeira,7138940.0,2022,Total
1500802,Alcoutim,15040.0,2022,Total
1500803,Aljezur,133481.0,2022,Total
1500804,Castro Marim,174535.0,2022,Total
1500805,Faro,614253.0,2022,Total
1500806,Lagoa,1715303.0,2022,Total
1500807,Lagos,1476739.0,2022,Total
1500808,Loulé,2707290.0,2022,Total
1500809,Monchique,82638.0,2022,Total
1500810,Olhão,204206.0,2022,Total
1500811,Portimão,2430806.0,2022,Total
1500812,São Brás de Alportel,18641.0,2022,Total
1500813,Silves,331625.0,2022,Total
1500814,Tavira,621635.0,2022,Total
1500815,Vila do Bispo,445070.0,2022,Total
1500816,Vila Real de Santo António,1052588.0,2022,Total
2,Região Autónoma dos Açores,2458031.0,2022,Total
20,Região Autónoma dos Açores,2458031.0,2022,Total
200,Região Autónoma dos Açores,2458031.0,2022,Total
2004301,Angra do Heroísmo,308642.0,2022,Total
2004501,Calheta,5300.0,2022,Total
2004901,Corvo,4058.0,2022,Total
2004701,Horta,176014.0,2022,Total
2004201,Lagoa,89842.0,2022,Total
2004801,Lajes das Flores,15025.0,2022,Total
2004601,Lajes do Pico,20315.0,2022,Total
2004602,Madalena,76690.0,2022,Total
2004202,Nordeste,20598.0,2022,Total
2004203,Ponta Delgada,1198348.0,2022,Total
2004204,Povoação,108154.0,2022,Total
2004205,Ribeira Grande,144196.0,2022,Total
2004401,Santa Cruz da Graciosa,16381.0,2022,Total
2004802,Santa Cruz das Flores,27195.0,2022,Total
2004603,São Roque do Pico,21053.0,2022,Total
2004502,Velas,42770.0,2022,Total
2004302,Vila da Praia da Vitória,82941.0,2022,Total
2004101,Vila do Porto,34129.0,2022,Total
2004206,Vila Franca do Campo,66380.0,2022,Total
3,Região Autónoma da Madeira,8380533.0,2022,Total
30,Região Autónoma da Madeira,8380533.0,2022,Total
300,Região Autónoma da Madeira,8380533.0,2022,Total
3003101,Calheta,367364.0,2022,Total
3003102,Câmara de Lobos,186797.0,2022,Total
3003103,Funchal,5734848.0,2022,Total
3003104,Machico,143544.0,2022,Total
3003105,Ponta do Sol,93077.0,2022,Total
3003106,Porto Moniz,80956.0,2022,Total
3003201,Porto Santo,493024.0,2022,Total
3003107,Ribeira Brava,59094.0,2022,Total
3003108,Santa Cruz,915932.0,2022,Total
3003109,Santana,129601.0,2022,Total
3003110,São Vicente,176296.0,2022,Total
,PT: Portugal,22888908.0,2022,Portugal
1,Continente,20322781.0,2022,Portugal
11,Norte,4774859.0,2022,Portugal
111,Alto Minho,537494.0,2022,Portugal
1111601,Arcos de Valdevez,59978.0,2022,Portugal
1111602,Caminha,66461.0,2022,Portugal
1111603,Melgaço,42546.0,2022,Portugal
1111604,Monção,31378.0,2022,Portugal
1111605,Paredes de Coura,6790.0,2022,Portugal
1111606,Ponte da Barca,28019.0,2022,Portugal
1111607,Ponte de Lima,64419.0,2022,Portugal
1111608,Valença,40250.0,2022,Portugal
1111609,Viana do Castelo,144096.0,2022,Portugal
1111610,Vila Nova de Cerveira,53557.0,2022,Portugal
112,Cávado,585216.0,2022,Portugal
1120301,Amares,29913.0,2022,Portugal
1120302,Barcelos,29820.0,2022,Portugal
1120303,Braga,307045.0,2022,Portugal
1120306,Esposende,70691.0,2022,Portugal
1120310,Terras de Bouro,128809.0,2022,Portugal
1120313,Vila Verde,18938.0,2022,Portugal
119,Ave,356739.0,2022,Portugal
1190304,Cabeceiras de Basto,7080.0,2022,Portugal
1190307,Fafe,22656.0,2022,Portugal
1190308,Guimarães,169509.0,2022,Portugal
1191705,Mondim de Basto,45107.0,2022,Portugal
1190309,Póvoa de Lanhoso,20932.0,2022,Portugal
1190311,Vieira do Minho,43022.0,2022,Portugal
1190312,Vila Nova de Famalicão,27007.0,2022,Portugal
1190314,Vizela,21426.0,2022,Portugal
,11A: Área Metropolitana do Porto,2205370.0,2022,Portugal
,11A0104: Arouca,26634.0,2022,Portugal
,11A0107: Espinho,47590.0,2022,Portugal
,11A1304: Gondomar,17131.0,2022,Portugal
,11A1306: Maia,130222.0,2022,Portugal
,11A1308: Matosinhos,323870.0,2022,Portugal
,11A0113: Oliveira de Azeméis,23266.0,2022,Portugal
,11A1310: Paredes,21536.0,2022,Portugal
,11A1312: Porto,853243.0,2022,Portugal
,11A1313: Póvoa de Varzim,124119.0,2022,Portugal
,11A0109: Santa Maria da Feira,81952.0,2022,Portugal
,11A1314: Santo Tirso,44890.0,2022,Portugal
,11A0116: São João da Madeira,26540.0,2022,Portugal
,11A1318: Trofa,10692.0,2022,Portugal
,11A0119: Vale de Cambra,7818.0,2022,Portugal
,11A1315: Valongo,83796.0,2022,Portugal
,11A1316: Vila do Conde,35067.0,2022,Portugal
,11A1317: Vila Nova de Gaia,347004.0,2022,Portugal
,11B: Alto Tâmega,235105.0,2022,Portugal
,11B1702: Boticas,13529.0,2022,Portugal
,11B1703: Chaves,154172.0,2022,Portugal
,11B1706: Montalegre,15648.0,2022,Portugal
,11B1709: Ribeira de Pena,29454.0,2022,Portugal
,11B1712: Valpaços,5379.0,2022,Portugal
,11B1713: Vila Pouca de Aguiar,16923.0,2022,Portugal
,11C: Tâmega e Sousa,301173.0,2022,Portugal
,11C1301: Amarante,47182.0,2022,Portugal
,11C1302: Baião,56308.0,2022,Portugal
,11C0106: Castelo de Paiva,20375.0,2022,Portugal
,11C0305: Celorico de Basto,21525.0,2022,Portugal
,11C1804: Cinfães,14289.0,2022,Portugal
,11C1303: Felgueiras,17834.0,2022,Portugal
,11C1305: Lousada,22859.0,2022,Portugal
,11C1307: Marco de Canaveses,9925.0,2022,Portugal
,11C1309: Paços de Ferreira,12822.0,2022,Portugal
,11C1311: Penafiel,63067.0,2022,Portugal
,11C1813: Resende,14987.0,2022,Portugal
,11D: Douro,351575.0,2022,Portugal
,11D1701: Alijó,18106.0,2022,Portugal
,11D1801: Armamar,12095.0,2022,Portugal
,11D0403: Carrazeda de Ansiães,11538.0,2022,Portugal
,11D0404: Freixo de Espada à Cinta,14657.0,2022,Portugal
,11D1805: Lamego,70277.0,2022,Portugal
,11D1704: Mesão Frio,20538.0,2022,Portugal
,11D1807: Moimenta da Beira,4560.0,2022,Portugal
,11D1707: Murça,3247.0,2022,Portugal
,11D1812: Penedono,1490.0,2022,Portugal
,11D1708: Peso da Régua,46797.0,2022,Portugal
,11D1710: Sabrosa,8044.0,2022,Portugal
,11D1711: Santa Marta de Penaguião,10686.0,2022,Portugal
,11D1815: São João da Pesqueira,14638.0,2022,Portugal
,11D1818: Sernancelhe,11069.0,2022,Portugal
,11D1819: Tabuaço,19179.0,2022,Portugal
,11D1820: Tarouca,13171.0,2022,Portugal
,11D0409: Torre de Moncorvo,11260.0,2022,Portugal
,11D0914: Vila Nova de Foz Côa,8437.0,2022,Portugal
,11D1714: Vila Real,51786.0,2022,Portugal
,11E: Terras de Trás-os-Montes,202187.0,2022,Portugal
,11E0401: Alfândega da Fé,8611.0,2022,Portugal
,11E0402: Bragança,76430.0,2022,Portugal
,11E0405: Macedo de Cavaleiros,16576.0,2022,Portugal
,11E0406: Miranda do Douro,23571.0,2022,Portugal
,11E0407: Mirandela,45220.0,2022,Portugal
,11E0408: Mogadouro,10426.0,2022,Portugal
,11E0410: Vila Flor,7573.0,2022,Portugal
,11E0411: Vimioso,2832.0,2022,Portugal
,11E0412: Vinhais,10948.0,2022,Portugal
16,Centro,4407048.0,2022,Portugal
,16B: Oeste,748875.0,2022,Portugal
,16B1001: Alcobaça,74728.0,2022,Portugal
,16B1101: Alenquer,10529.0,2022,Portugal
,16B1102: Arruda dos Vinhos,6575.0,2022,Portugal
,16B1005: Bombarral,11324.0,2022,Portugal
,16B1104: Cadaval,8609.0,2022,Portugal
,16B1006: Caldas da Rainha,107989.0,2022,Portugal
,16B1108: Lourinhã,32834.0,2022,Portugal
,16B1011: Nazaré,111262.0,2022,Portugal
,16B1012: Óbidos,107363.0,2022,Portugal
,16B1014: Peniche,117766.0,2022,Portugal
,16B1112: Sobral de Monte Agraço,873.0,2022,Portugal
,16B1113: Torres Vedras,159023.0,2022,Portugal
,16D: Região de Aveiro,469785.0,2022,Portugal
,16D0101: Águeda,40951.0,2022,Portugal
,16D0102: Albergaria-a-Velha,18692.0,2022,Portugal
,16D0103: Anadia,55189.0,2022,Portugal
,16D0105: Aveiro,184165.0,2022,Portugal
,16D0108: Estarreja,13360.0,2022,Portugal
,16D0110: Ílhavo,56552.0,2022,Portugal
,16D0112: Murtosa,10806.0,2022,Portugal
,16D0114: Oliveira do Bairro,9149.0,2022,Portugal
,16D0115: Ovar,58626.0,2022,Portugal
,16D0117: Sever do Vouga,13222.0,2022,Portugal
,16D0118: Vagos,9073.0,2022,Portugal
,16E: Região de Coimbra,894500.0,2022,Portugal
,16E0601: Arganil,27640.0,2022,Portugal
,16E0602: Cantanhede,15783.0,2022,Portugal
,16E0603: Coimbra,301463.0,2022,Portugal
,16E0604: Condeixa-a-Nova,6804.0,2022,Portugal
,16E0605: Figueira da Foz,209078.0,2022,Portugal
,16E0606: Góis,10173.0,2022,Portugal
,16E0607: Lousã,26843.0,2022,Portugal
,16E0111: Mealhada,77485.0,2022,Portugal
,16E0608: Mira,35749.0,2022,Portugal
,16E0609: Miranda do Corvo,20676.0,2022,Portugal
,16E0610: Montemor-o-Velho,14206.0,2022,Portugal
,16E1808: Mortágua,32331.0,2022,Portugal
,16E0611: Oliveira do Hospital,32342.0,2022,Portugal
,16E0612: Pampilhosa da Serra,6753.0,2022,Portugal
,16E0613: Penacova,10484.0,2022,Portugal
,16E0614: Penela,21176.0,2022,Portugal
,16E0615: Soure,16996.0,2022,Portugal
,16E0616: Tábua,25560.0,2022,Portugal
,16E0617: Vila Nova de Poiares,2958.0,2022,Portugal
,16F: Região de Leiria,402920.0,2022,Portugal
,16F1002: Alvaiázere,2810.0,2022,Portugal
,16F1003: Ansião,9727.0,2022,Portugal
,16F1004: Batalha,33622.0,2022,Portugal
,16F1007: Castanheira de Pêra,5814.0,2022,Portugal
,16F1008: Figueiró dos Vinhos,9632.0,2022,Portugal
,16F1009: Leiria,216429.0,2022,Portugal
,16F1010: Marinha Grande,69847.0,2022,Portugal
,16F1013: Pedrógão Grande,1627.0,2022,Portugal
,16F1015: Pombal,38588.0,2022,Portugal
,16F1016: Porto de Mós,14824.0,2022,Portugal
,16G: Viseu Dão Lafões,438628.0,2022,Portugal
,16G0901: Aguiar da Beira,7077.0,2022,Portugal
,16G1802: Carregal do Sal,5304.0,2022,Portugal
,16G1803: Castro Daire,21392.0,2022,Portugal
,16G1806: Mangualde,23286.0,2022,Portugal
,16G1809: Nelas,29392.0,2022,Portugal
,16G1810: Oliveira de Frades,4813.0,2022,Portugal
,16G1811: Penalva do Castelo,6679.0,2022,Portugal
,16G1814: Santa Comba Dão,3293.0,2022,Portugal
,16G1816: São Pedro do Sul,126792.0,2022,Portugal
,16G1817: Sátão,2761.0,2022,Portugal
,16G1821: Tondela,25454.0,2022,Portugal
,16G1822: Vila Nova de Paiva,2130.0,2022,Portugal
,16G1823: Viseu,169276.0,2022,Portugal
,16G1824: Vouzela,10979.0,2022,Portugal
,16H: Beira Baixa,145444.0,2022,Portugal
,16H0502: Castelo Branco,71599.0,2022,Portugal
,16H0505: Idanha-a-Nova,37649.0,2022,Portugal
,16H0506: Oleiros,8922.0,2022,Portugal
,16H0507: Penamacor,13250.0,2022,Portugal
,16H0508: Proença-a-Nova,4284.0,2022,Portugal
,16H0511: Vila Velha de Ródão,9740.0,2022,Portugal
,16I: Médio Tejo,601956.0,2022,Portugal
,16I1401: Abrantes,32163.0,2022,Portugal
,16I1402: Alcanena,10765.0,2022,Portugal
,16I1408: Constância,6425.0,2022,Portugal
,16I1410: Entroncamento,14335.0,2022,Portugal
,16I1411: Ferreira do Zêzere,24270.0,2022,Portugal
,16I1413: Mação,2928.0,2022,Portugal
,16I1421: Ourém,363244.0,2022,Portugal
,16I1417: Sardoal,3267.0,2022,Portugal
,16I0509: Sertã,43628.0,2022,Portugal
,16I1418: Tomar,73690.0,2022,Portugal
,16I1419: Torres Novas,17888.0,2022,Portugal
,16I0510: Vila de Rei,3314.0,2022,Portugal
,16I1420: Vila Nova da Barquinha,6039.0,2022,Portugal
,16J: Beiras e Serra da Estrela,704940.0,2022,Portugal
,16J0902: Almeida,14278.0,2022,Portugal
,16J0501: Belmonte,19791.0,2022,Portugal
,16J0903: Celorico da Beira,26223.0,2022,Portugal
,16J0503: Covilhã,250588.0,2022,Portugal
,16J0904: Figueira de Castelo Rodrigo,9228.0,2022,Portugal
,16J0905: Fornos de Algodres,24924.0,2022,Portugal
,16J0504: Fundão,78828.0,2022,Portugal
,16J0906: Gouveia,25289.0,2022,Portugal
,16J0907: Guarda,61689.0,2022,Portugal
,16J0908: Manteigas,57029.0,2022,Portugal
,16J0909: Mêda,21228.0,2022,Portugal
,16J0910: Pinhel,3134.0,2022,Portugal
,16J0911: Sabugal,22265.0,2022,Portugal
,16J0912: Seia,73211.0,2022,Portugal
,16J0913: Trancoso,17235.0,2022,Portugal
17,Área Metropolitana de Lisboa,4034451.0,2022,Portugal
170,Área Metropolitana de Lisboa,4034451.0,2022,Portugal
1701502,Alcochete,21930.0,2022,Portugal
1701503,Almada,119402.0,2022,Portugal
1701115,Amadora,82951.0,2022,Portugal
1701504,Barreiro,11537.0,2022,Portugal
1701105,Cascais,364960.0,2022,Portugal
1701106,Lisboa,2189039.0,2022,Portugal
1701107,Loures,115400.0,2022,Portugal
1701109,Mafra,88741.0,2022,Portugal
1701506,Moita,,2022,Portugal
1701507,Montijo,114295.0,2022,Portugal
1701116,Odivelas,1903.0,2022,Portugal
1701110,Oeiras,195163.0,2022,Portugal
1701508,Palmela,43057.0,2022,Portugal
1701510,Seixal,50021.0,2022,Portugal
1701511,Sesimbra,124108.0,2022,Portugal
1701512,Setúbal,203389.0,2022,Portugal
1701111,Sintra,271033.0,2022,Portugal
1701114,Vila Franca de Xira,37522.0,2022,Portugal
18,Alentejo,2094493.0,2022,Portugal
181,Alentejo Litoral,695930.0,2022,Portugal
1811501,Alcácer do Sal,44528.0,2022,Portugal
1811505,Grândola,275726.0,2022,Portugal
1810211,Odemira,199860.0,2022,Portugal
1811509,Santiago do Cacém,112995.0,2022,Portugal
1811513,Sines,62821.0,2022,Portugal
184,Baixo Alentejo,284841.0,2022,Portugal
1840201,Aljustrel,7689.0,2022,Portugal
1840202,Almodôvar,16774.0,2022,Portugal
1840203,Alvito,6511.0,2022,Portugal
1840204,Barrancos,3246.0,2022,Portugal
1840205,Beja,103215.0,2022,Portugal
1840206,Castro Verde,15852.0,2022,Portugal
1840207,Cuba,9296.0,2022,Portugal
1840208,Ferreira do Alentejo,15120.0,2022,Portugal
1840209,Mértola,38909.0,2022,Portugal
1840210,Moura,25837.0,2022,Portugal
1840212,Ourique,8141.0,2022,Portugal
1840213,Serpa,18574.0,2022,Portugal
1840214,Vidigueira,15677.0,2022,Portugal
185,Lezíria do Tejo,172692.0,2022,Portugal
1851403,Almeirim,20700.0,2022,Portugal
1851404,Alpiarça,603.0,2022,Portugal
1851103,Azambuja,10768.0,2022,Portugal
1851405,Benavente,23873.0,2022,Portugal
1851406,Cartaxo,7405.0,2022,Portugal
1851407,Chamusca,3083.0,2022,Portugal
1851409,Coruche,9222.0,2022,Portugal
1851412,Golegã,8265.0,2022,Portugal
1851414,Rio Maior,13143.0,2022,Portugal
1851415,Salvaterra de Magos,2045.0,2022,Portugal
1851416,Santarém,73585.0,2022,Portugal
186,Alto Alentejo,363592.0,2022,Portugal
1861201,Alter do Chão,28614.0,2022,Portugal
1861202,Arronches,11085.0,2022,Portugal
1861203,Avis,13353.0,2022,Portugal
1861204,Campo Maior,4745.0,2022,Portugal
1861205,Castelo de Vide,30873.0,2022,Portugal
1861206,Crato,10342.0,2022,Portugal
1861207,Elvas,87045.0,2022,Portugal
1861208,Fronteira,4292.0,2022,Portugal
1861209,Gavião,4876.0,2022,Portugal
1861210,Marvão,31228.0,2022,Portugal
1861211,Monforte,4638.0,2022,Portugal
1861212,Nisa,22469.0,2022,Portugal
1861213,Ponte de Sor,70028.0,2022,Portugal
1861214,Portalegre,37846.0,2022,Portugal
1861215,Sousel,2158.0,2022,Portugal
187,Alentejo Central,577438.0,2022,Portugal
1870701,Alandroal,10772.0,2022,Portugal
1870702,Arraiolos,15322.0,2022,Portugal
1870703,Borba,2395.0,2022,Portugal
1870704,Estremoz,36429.0,2022,Portugal
1870705,Évora,353420.0,2022,Portugal
1870706,Montemor-o-Novo,26994.0,2022,Portugal
1870707,Mora,2976.0,2022,Portugal
1870708,Mourão,12602.0,2022,Portugal
1870709,Portel,7052.0,2022,Portugal
1870710,Redondo,14626.0,2022,Portugal
1870711,Reguengos de Monsaraz,51182.0,2022,Portugal
1870712,Vendas Novas,6762.0,2022,Portugal
1870713,Viana do Alentejo,3068.0,2022,Portugal
1870714,Vila Viçosa,33838.0,2022,Portugal
15,Algarve,5011930.0,2022,Portugal
150,Algarve,5011930.0,2022,Portugal
1500801,Albufeira,1677375.0,2022,Portugal
1500802,Alcoutim,10219.0,2022,Portugal
1500803,Aljezur,51368.0,2022,Portugal
1500804,Castro Marim,93425.0,2022,Portugal
1500805,Faro,139931.0,2022,Portugal
1500806,Lagoa,361564.0,2022,Portugal
1500807,Lagos,194274.0,2022,Portugal
1500808,Loulé,734470.0,2022,Portugal
1500809,Monchique,40900.0,2022,Portugal
1500810,Olhão,56728.0,2022,Portugal
1500811,Portimão,756624.0,2022,Portugal
1500812,São Brás de Alportel,5814.0,2022,Portugal
1500813,Silves,91077.0,2022,Portugal
1500814,Tavira,239241.0,2022,Portugal
1500815,Vila do Bispo,77707.0,2022,Portugal
1500816,Vila Real de Santo António,481213.0,2022,Portugal
2,Região Autónoma dos Açores,1065680.0,2022,Portugal
20,Região Autónoma dos Açores,1065680.0,2022,Portugal
200,Região Autónoma dos Açores,1065680.0,2022,Portugal
2004301,Angra do Heroísmo,164095.0,2022,Portugal
2004501,Calheta,3554.0,2022,Portugal
2004901,Corvo,2833.0,2022,Portugal
2004701,Horta,76595.0,2022,Portugal
2004201,Lagoa,23338.0,2022,Portugal
2004801,Lajes das Flores,4962.0,2022,Portugal
2004601,Lajes do Pico,8613.0,2022,Portugal
2004602,Madalena,30325.0,2022,Portugal
2004202,Nordeste,4002.0,2022,Portugal
2004203,Ponta Delgada,500274.0,2022,Portugal
2004204,Povoação,39094.0,2022,Portugal
2004205,Ribeira Grande,49798.0,2022,Portugal
2004401,Santa Cruz da Graciosa,13874.0,2022,Portugal
2004802,Santa Cruz das Flores,16029.0,2022,Portugal
2004603,São Roque do Pico,8224.0,2022,Portugal
2004502,Velas,18606.0,2022,Portugal
2004302,Vila da Praia da Vitória,49705.0,2022,Portugal
2004101,Vila do Porto,24329.0,2022,Portugal
2004206,Vila Franca do Campo,27430.0,2022,Portugal
3,Região Autónoma da Madeira,1500447.0,2022,Portugal
30,Região Autónoma da Madeira,1500447.0,2022,Portugal
300,Região Autónoma da Madeira,1500447.0,2022,Portugal
3003101,Calheta,39079.0,2022,Portugal
3003102,Câmara de Lobos,21542.0,2022,Portugal
3003103,Funchal,953843.0,2022,Portugal
3003104,Machico,16619.0,2022,Portugal
3003105,Ponta do Sol,10444.0,2022,Portugal
3003106,Porto Moniz,14540.0,2022,Portugal
3003201,Porto Santo,292435.0,2022,Portugal
3003107,Ribeira Brava,7102.0,2022,Portugal
3003108,Santa Cruz,102891.0,2022,Portugal
3003109,Santana,14293.0,2022,Portugal
3003110,São Vicente,27659.0,2022,Portugal
,PT: Portugal,46805883.0,2022,Estrangeiro
1,Continente,38533446.0,2022,Estrangeiro
11,Norte,6781786.0,2022,Estrangeiro
111,Alto Minho,323281.0,2022,Estrangeiro
1111601,Arcos de Valdevez,20285.0,2022,Estrangeiro
1111602,Caminha,50747.0,2022,Estrangeiro
1111603,Melgaço,5138.0,2022,Estrangeiro
1111604,Monção,9215.0,2022,Estrangeiro
1111605,Paredes de Coura,3418.0,2022,Estrangeiro
1111606,Ponte da Barca,10568.0,2022,Estrangeiro
1111607,Ponte de Lima,40770.0,2022,Estrangeiro
1111608,Valença,19833.0,2022,Estrangeiro
1111609,Viana do Castelo,149654.0,2022,Estrangeiro
1111610,Vila Nova de Cerveira,13653.0,2022,Estrangeiro
112,Cávado,473433.0,2022,Estrangeiro
1120301,Amares,14786.0,2022,Estrangeiro
1120302,Barcelos,34880.0,2022,Estrangeiro
1120303,Braga,310084.0,2022,Estrangeiro
1120306,Esposende,82269.0,2022,Estrangeiro
1120310,Terras de Bouro,20898.0,2022,Estrangeiro
1120313,Vila Verde,10516.0,2022,Estrangeiro
119,Ave,227393.0,2022,Estrangeiro
1190304,Cabeceiras de Basto,8727.0,2022,Estrangeiro
1190307,Fafe,11029.0,2022,Estrangeiro
1190308,Guimarães,151357.0,2022,Estrangeiro
1191705,Mondim de Basto,6709.0,2022,Estrangeiro
1190309,Póvoa de Lanhoso,3621.0,2022,Estrangeiro
1190311,Vieira do Minho,14253.0,2022,Estrangeiro
1190312,Vila Nova de Famalicão,24928.0,2022,Estrangeiro
1190314,Vizela,6769.0,2022,Estrangeiro
,11A: Área Metropolitana do Porto,5264736.0,2022,Estrangeiro
,11A0104: Arouca,8055.0,2022,Estrangeiro
,11A0107: Espinho,56290.0,2022,Estrangeiro
,11A1304: Gondomar,22207.0,2022,Estrangeiro
,11A1306: Maia,161241.0,2022,Estrangeiro
,11A1308: Matosinhos,224877.0,2022,Estrangeiro
,11A0113: Oliveira de Azeméis,14485.0,2022,Estrangeiro
,11A1310: Paredes,30034.0,2022,Estrangeiro
,11A1312: Porto,3965925.0,2022,Estrangeiro
,11A1313: Póvoa de Varzim,138709.0,2022,Estrangeiro
,11A0109: Santa Maria da Feira,29440.0,2022,Estrangeiro
,11A1314: Santo Tirso,26266.0,2022,Estrangeiro
,11A0116: São João da Madeira,19799.0,2022,Estrangeiro
,11A1318: Trofa,3333.0,2022,Estrangeiro
,11A0119: Vale de Cambra,3076.0,2022,Estrangeiro
,11A1315: Valongo,19773.0,2022,Estrangeiro
,11A1316: Vila do Conde,38245.0,2022,Estrangeiro
,11A1317: Vila Nova de Gaia,502981.0,2022,Estrangeiro
