regiao_codigo,regiao_nome,dormidas,ano,origem
,16H0507: Penamacor,2251.0,2019,Estrangeiro
,16H0508: Proença-a-Nova,1552.0,2019,Estrangeiro
,16H0511: Vila Velha de Ródão,870.0,2019,Estrangeiro
,16I: Médio Tejo,817797.0,2019,Estrangeiro
,16I1401: Abrantes,5838.0,2019,Estrangeiro
,16I1402: Alcanena,2512.0,2019,Estrangeiro
,16I1408: Constância,2009.0,2019,Estrangeiro
,16I1410: Entroncamento,,2019,Estrangeiro
,16I1411: Ferreira do Zêzere,4093.0,2019,Estrangeiro
,16I1413: Mação,115.0,2019,Estrangeiro
,16I1421: Ourém,722315.0,2019,Estrangeiro
,16I1417: Sardoal,16.0,2019,Estrangeiro
,16I0509: Sertã,16804.0,2019,Estrangeiro
,16I1418: Tomar,52500.0,2019,Estrangeiro
,16I1419: Torres Novas,8033.0,2019,Estrangeiro
,16I0510: Vila de Rei,359.0,2019,Estrangeiro
,16I1420: Vila Nova da Barquinha,,2019,Estrangeiro
,16J: Beiras e Serra da Estrela,145014.0,2019,Estrangeiro
,16J0902: Almeida,5162.0,2019,Estrangeiro
,16J0501: Belmonte,14079.0,2019,Estrangeiro
,16J0903: Celorico da Beira,2636.0,2019,Estrangeiro
,16J0503: Covilhã,54446.0,2019,Estrangeiro
,16J0904: Figueira de Castelo Rodrigo,1768.0,2019,Estrangeiro
,16J0905: Fornos de Algodres,1688.0,2019,Estrangeiro
,16J0504: Fundão,12835.0,2019,Estrangeiro
,16J0906: Gouveia,4148.0,2019,Estrangeiro
,16J0907: Guarda,18623.0,2019,Estrangeiro
,16J0908: Manteigas,11171.0,2019,Estrangeiro
,16J0909: Mêda,3882.0,2019,Estrangeiro
,16J0910: Pinhel,605.0,2019,Estrangeiro
,16J0911: Sabugal,1534.0,2019,Estrangeiro
,16J0912: Seia,8079.0,2019,Estrangeiro
,16J0913: Trancoso,4358.0,2019,Estrangeiro
17,Área Metropolitana de Lisboa,14725111.0,2019,Estrangeiro
170,Área Metropolitana de Lisboa,14725111.0,2019,Estrangeiro
1701502,Alcochete,14721.0,2019,Estrangeiro
1701503,Almada,345678.0,2019,Estrangeiro
1701115,Amadora,47761.0,2019,Estrangeiro
1701504,Barreiro,1320.0,2019,Estrangeiro
1701105,Cascais,1228077.0,2019,Estrangeiro
1701106,Lisboa,11765799.0,2019,Estrangeiro
1701107,Loures,61364.0,2019,Estrangeiro
1701109,Mafra,191682.0,2019,Estrangeiro
1701506,Moita,,2019,Estrangeiro
1701507,Montijo,41782.0,2019,Estrangeiro
1701116,Odivelas,,2019,Estrangeiro
1701110,Oeiras,213390.0,2019,Estrangeiro
1701508,Palmela,59041.0,2019,Estrangeiro
1701510,Seixal,30454.0,2019,Estrangeiro
1701511,Sesimbra,104454.0,2019,Estrangeiro
1701512,Setúbal,172900.0,2019,Estrangeiro
1701111,Sintra,415956.0,2019,Estrangeiro
1701114,Vila Franca de Xira,30732.0,2019,Estrangeiro
18,Alentejo,1001351.0,2019,Estrangeiro
181,Alentejo Litoral,320399.0,2019,Estrangeiro
1811501,Alcácer do Sal,21594.0,2019,Estrangeiro
1811505,Grândola,126206.0,2019,Estrangeiro
1810211,Odemira,106645.0,2019,Estrangeiro
1811509,Santiago do Cacém,34009.0,2019,Estrangeiro
1811513,Sines,31945.0,2019,Estrangeiro
184,Baixo Alentejo,97209.0,2019,Estrangeiro
1840201,Aljustrel,3494.0,2019,Estrangeiro
1840202,Almodôvar,1895.0,2019,Estrangeiro
1840203,Alvito,2439.0,2019,Estrangeiro
1840204,Barrancos,602.0,2019,Estrangeiro
1840205,Beja,51450.0,2019,Estrangeiro
1840206,Castro Verde,5101.0,2019,Estrangeiro
1840207,Cuba,1059.0,2019,Estrangeiro
1840208,Ferreira do Alentejo,5411.0,2019,Estrangeiro
1840209,Mértola,15285.0,2019,Estrangeiro
1840210,Moura,3608.0,2019,Estrangeiro
1840212,Ourique,1450.0,2019,Estrangeiro
1840213,Serpa,4976.0,2019,Estrangeiro
1840214,Vidigueira,439.0,2019,Estrangeiro
185,Lezíria do Tejo,60912.0,2019,Estrangeiro
1851403,Almeirim,5479.0,2019,Estrangeiro
1851404,Alpiarça,323.0,2019,Estrangeiro
1851103,Azambuja,3721.0,2019,Estrangeiro
1851405,Benavente,6632.0,2019,Estrangeiro
1851406,Cartaxo,2650.0,2019,Estrangeiro
1851407,Chamusca,1126.0,2019,Estrangeiro
1851409,Coruche,1481.0,2019,Estrangeiro
1851412,Golegã,3793.0,2019,Estrangeiro
1851414,Rio Maior,3736.0,2019,Estrangeiro
1851415,Salvaterra de Magos,926.0,2019,Estrangeiro
1851416,Santarém,31045.0,2019,Estrangeiro
186,Alto Alentejo,100851.0,2019,Estrangeiro
1861201,Alter do Chão,1884.0,2019,Estrangeiro
1861202,Arronches,2351.0,2019,Estrangeiro
1861203,Avis,6639.0,2019,Estrangeiro
1861204,Campo Maior,1083.0,2019,Estrangeiro
1861205,Castelo de Vide,9856.0,2019,Estrangeiro
1861206,Crato,5472.0,2019,Estrangeiro
1861207,Elvas,28972.0,2019,Estrangeiro
1861208,Fronteira,157.0,2019,Estrangeiro
1861209,Gavião,,2019,Estrangeiro
1861210,Marvão,15096.0,2019,Estrangeiro
1861211,Monforte,,2019,Estrangeiro
1861212,Nisa,3460.0,2019,Estrangeiro
1861213,Ponte de Sor,6776.0,2019,Estrangeiro
1861214,Portalegre,10744.0,2019,Estrangeiro
1861215,Sousel,417.0,2019,Estrangeiro
187,Alentejo Central,421980.0,2019,Estrangeiro
1870701,Alandroal,867.0,2019,Estrangeiro
1870702,Arraiolos,11130.0,2019,Estrangeiro
1870703,Borba,507.0,2019,Estrangeiro
1870704,Estremoz,17555.0,2019,Estrangeiro
1870705,Évora,340963.0,2019,Estrangeiro
1870706,Montemor-o-Novo,7971.0,2019,Estrangeiro
1870707,Mora,406.0,2019,Estrangeiro
1870708,Mourão,1318.0,2019,Estrangeiro
1870709,Portel,461.0,2019,Estrangeiro
1870710,Redondo,3524.0,2019,Estrangeiro
1870711,Reguengos de Monsaraz,18849.0,2019,Estrangeiro
1870712,Vendas Novas,3184.0,2019,Estrangeiro
1870713,Viana do Alentejo,1629.0,2019,Estrangeiro
1870714,Vila Viçosa,13616.0,2019,Estrangeiro
15,Algarve,15914511.0,2019,Estrangeiro
150,Algarve,15914511.0,2019,Estrangeiro
1500801,Albufeira,6668812.0,2019,Estrangeiro
1500802,Alcoutim,7539.0,2019,Estrangeiro
1500803,Aljezur,60043.0,2019,Estrangeiro
1500804,Castro Marim,116524.0,2019,Estrangeiro
1500805,Faro,472331.0,2019,Estrangeiro
1500806,Lagoa,1390272.0,2019,Estrangeiro
1500807,Lagos,1240822.0,2019,Estrangeiro
1500808,Loulé,2103482.0,2019,Estrangeiro
1500809,Monchique,59258.0,2019,Estrangeiro
1500810,Olhão,134758.0,2019,Estrangeiro
1500811,Portimão,1862910.0,2019,Estrangeiro
1500812,São Brás de Alportel,11318.0,2019,Estrangeiro
1500813,Silves,283978.0,2019,Estrangeiro
1500814,Tavira,449690.0,2019,Estrangeiro
1500815,Vila do Bispo,351664.0,2019,Estrangeiro
1500816,Vila Real de Santo António,701110.0,2019,Estrangeiro
2,Região Autónoma dos Açores,1280006.0,2019,Estrangeiro
20,Região Autónoma dos Açores,1280006.0,2019,Estrangeiro
200,Região Autónoma dos Açores,1280006.0,2019,Estrangeiro
2004301,Angra do Heroísmo,109039.0,2019,Estrangeiro
2004501,Calheta,,2019,Estrangeiro
2004901,Corvo,,2019,Estrangeiro
2004701,Horta,95103.0,2019,Estrangeiro
2004201,Lagoa,59031.0,2019,Estrangeiro
2004801,Lajes das Flores,11171.0,2019,Estrangeiro
2004601,Lajes do Pico,17711.0,2019,Estrangeiro
2004602,Madalena,36180.0,2019,Estrangeiro
2004202,Nordeste,6895.0,2019,Estrangeiro
2004203,Ponta Delgada,675346.0,2019,Estrangeiro
2004204,Povoação,82258.0,2019,Estrangeiro
2004205,Ribeira Grande,54965.0,2019,Estrangeiro
2004401,Santa Cruz da Graciosa,3049.0,2019,Estrangeiro
2004802,Santa Cruz das Flores,9783.0,2019,Estrangeiro
2004603,São Roque do Pico,16204.0,2019,Estrangeiro
2004502,Velas,20934.0,2019,Estrangeiro
2004302,Vila da Praia da Vitória,25477.0,2019,Estrangeiro
2004101,Vila do Porto,9557.0,2019,Estrangeiro
2004206,Vila Franca do Campo,45601.0,2019,Estrangeiro
3,Região Autónoma da Madeira,6516233.0,2019,Estrangeiro
30,Região Autónoma da Madeira,6516233.0,2019,Estrangeiro
300,Região Autónoma da Madeira,6516233.0,2019,Estrangeiro
3003101,Calheta,317686.0,2019,Estrangeiro
3003102,Câmara de Lobos,129974.0,2019,Estrangeiro
3003103,Funchal,4479660.0,2019,Estrangeiro
3003104,Machico,178602.0,2019,Estrangeiro
3003105,Ponta do Sol,78412.0,2019,Estrangeiro
3003106,Porto Moniz,54584.0,2019,Estrangeiro
3003201,Porto Santo,231355.0,2019,Estrangeiro
3003107,Ribeira Brava,41667.0,2019,Estrangeiro
3003108,Santa Cruz,820180.0,2019,Estrangeiro
3003109,Santana,64126.0,2019,Estrangeiro
3003110,São Vicente,119987.0,2019,Estrangeiro
,PT: Portugal,67662103.0,2018,Total
1,Continente,57192011.0,2018,Total
11,Norte,9778017.0,2018,Total
111,Alto Minho,725520.0,2018,Total
1111601,Arcos de Valdevez,75142.0,2018,Total
1111602,Caminha,93196.0,2018,Total
1111603,Melgaço,46846.0,2018,Total
1111604,Monção,34301.0,2018,Total
1111605,Paredes de Coura,8189.0,2018,Total
1111606,Ponte da Barca,17821.0,2018,Total
1111607,Ponte de Lima,89288.0,2018,Total
1111608,Valença,41692.0,2018,Total
1111609,Viana do Castelo,253070.0,2018,Total
1111610,Vila Nova de Cerveira,65975.0,2018,Total
112,Cávado,966614.0,2018,Total
1120301,Amares,40087.0,2018,Total
1120302,Barcelos,49769.0,2018,Total
1120303,Braga,582414.0,2018,Total
1120306,Esposende,129882.0,2018,Total
1120310,Terras de Bouro,143564.0,2018,Total
1120313,Vila Verde,20898.0,2018,Total
119,Ave,524419.0,2018,Total
1190304,Cabeceiras de Basto,5418.0,2018,Total
1190307,Fafe,28179.0,2018,Total
1190308,Guimarães,342300.0,2018,Total
1191705,Mondim de Basto,46537.0,2018,Total
1190309,Póvoa de Lanhoso,14172.0,2018,Total
1190311,Vieira do Minho,32001.0,2018,Total
1190312,Vila Nova de Famalicão,29649.0,2018,Total
1190314,Vizela,26163.0,2018,Total
,11A: Área Metropolitana do Porto,6319435.0,2018,Total
,11A0104: Arouca,20782.0,2018,Total
,11A0107: Espinho,120068.0,2018,Total
,11A1304: Gondomar,4130.0,2018,Total
,11A1306: Maia,193963.0,2018,Total
,11A1308: Matosinhos,491102.0,2018,Total
,11A0113: Oliveira de Azeméis,,2018,Total
,11A1310: Paredes,63671.0,2018,Total
,11A1312: Porto,4091975.0,2018,Total
,11A1313: Póvoa de Varzim,201077.0,2018,Total
,11A0109: Santa Maria da Feira,93570.0,2018,Total
,11A1314: Santo Tirso,61672.0,2018,Total
,11A0116: São João da Madeira,50319.0,2018,Total
,11A1318: Trofa,,2018,Total
,11A0119: Vale de Cambra,17557.0,2018,Total
,11A1315: Valongo,85149.0,2018,Total
,11A1316: Vila do Conde,85401.0,2018,Total
,11A1317: Vila Nova de Gaia,678851.0,2018,Total
,11B: Alto Tâmega,239264.0,2018,Total
,11B1702: Boticas,14991.0,2018,Total
,11B1703: Chaves,156051.0,2018,Total
,11B1706: Montalegre,12817.0,2018,Total
,11B1709: Ribeira de Pena,31251.0,2018,Total
,11B1712: Valpaços,2213.0,2018,Total
,11B1713: Vila Pouca de Aguiar,21941.0,2018,Total
,11C: Tâmega e Sousa,338937.0,2018,Total
,11C1301: Amarante,63660.0,2018,Total
,11C1302: Baião,60528.0,2018,Total
,11C0106: Castelo de Paiva,21717.0,2018,Total
,11C0305: Celorico de Basto,21303.0,2018,Total
,11C1804: Cinfães,12319.0,2018,Total
,11C1303: Felgueiras,11350.0,2018,Total
,11C1305: Lousada,17404.0,2018,Total
,11C1307: Marco de Canaveses,8991.0,2018,Total
,11C1309: Paços de Ferreira,17309.0,2018,Total
,11C1311: Penafiel,87772.0,2018,Total
,11C1813: Resende,16584.0,2018,Total
,11D: Douro,446771.0,2018,Total
,11D1701: Alijó,45992.0,2018,Total
,11D1801: Armamar,15642.0,2018,Total
,11D0403: Carrazeda de Ansiães,6310.0,2018,Total
,11D0404: Freixo de Espada à Cinta,4541.0,2018,Total
,11D1805: Lamego,119037.0,2018,Total
,11D1704: Mesão Frio,20931.0,2018,Total
,11D1807: Moimenta da Beira,5063.0,2018,Total
,11D1707: Murça,,2018,Total
,11D1812: Penedono,,2018,Total
,11D1708: Peso da Régua,65995.0,2018,Total
,11D1710: Sabrosa,31175.0,2018,Total
,11D1711: Santa Marta de Penaguião,1522.0,2018,Total
,11D1815: São João da Pesqueira,881.0,2018,Total
,11D1818: Sernancelhe,8367.0,2018,Total
,11D1819: Tabuaço,23636.0,2018,Total
,11D1820: Tarouca,6738.0,2018,Total
,11D0409: Torre de Moncorvo,9574.0,2018,Total
,11D0914: Vila Nova de Foz Côa,5985.0,2018,Total
,11D1714: Vila Real,73714.0,2018,Total
,11E: Terras de Trás-os-Montes,217057.0,2018,Total
,11E0401: Alfândega da Fé,10881.0,2018,Total
,11E0402: Bragança,99134.0,2018,Total
,11E0405: Macedo de Cavaleiros,10445.0,2018,Total
,11E0406: Miranda do Douro,35216.0,2018,Total
,11E0407: Mirandela,40654.0,2018,Total
,11E0408: Mogadouro,3443.0,2018,Total
,11E0410: Vila Flor,5549.0,2018,Total
,11E0411: Vimioso,2252.0,2018,Total
,11E0412: Vinhais,9483.0,2018,Total
16,Centro,6777827.0,2018,Total
,16B: Oeste,1275232.0,2018,Total
,16B1001: Alcobaça,120330.0,2018,Total
,16B1101: Alenquer,9872.0,2018,Total
,16B1102: Arruda dos Vinhos,9489.0,2018,Total
,16B1005: Bombarral,16079.0,2018,Total
,16B1104: Cadaval,,2018,Total
,16B1006: Caldas da Rainha,189972.0,2018,Total
,16B1108: Lourinhã,29118.0,2018,Total
,16B1011: Nazaré,225451.0,2018,Total
,16B1012: Óbidos,250748.0,2018,Total
,16B1014: Peniche,192608.0,2018,Total
,16B1112: Sobral de Monte Agraço,,2018,Total
,16B1113: Torres Vedras,228579.0,2018,Total
,16D: Região de Aveiro,720753.0,2018,Total
,16D0101: Águeda,30548.0,2018,Total
,16D0102: Albergaria-a-Velha,18348.0,2018,Total
,16D0103: Anadia,78830.0,2018,Total
,16D0105: Aveiro,352766.0,2018,Total
,16D0108: Estarreja,21294.0,2018,Total
,16D0110: Ílhavo,75868.0,2018,Total
,16D0112: Murtosa,26584.0,2018,Total
,16D0114: Oliveira do Bairro,9120.0,2018,Total
,16D0115: Ovar,87208.0,2018,Total
,16D0117: Sever do Vouga,9561.0,2018,Total
,16D0118: Vagos,10626.0,2018,Total
,16E: Região de Coimbra,1517841.0,2018,Total
,16E0601: Arganil,27651.0,2018,Total
,16E0602: Cantanhede,36004.0,2018,Total
,16E0603: Coimbra,692883.0,2018,Total
,16E0604: Condeixa-a-Nova,12255.0,2018,Total
,16E0605: Figueira da Foz,328225.0,2018,Total
,16E0606: Góis,5295.0,2018,Total
,16E0607: Lousã,30531.0,2018,Total
,16E0111: Mealhada,115026.0,2018,Total
,16E0608: Mira,50477.0,2018,Total
,16E0609: Miranda do Corvo,17665.0,2018,Total
,16E0610: Montemor-o-Velho,30271.0,2018,Total
,16E1808: Mortágua,70802.0,2018,Total
,16E0611: Oliveira do Hospital,34622.0,2018,Total
,16E0612: Pampilhosa da Serra,10923.0,2018,Total
,16E0613: Penacova,6953.0,2018,Total
,16E0614: Penela,20645.0,2018,Total
,16E0615: Soure,20197.0,2018,Total
,16E0616: Tábua,3151.0,2018,Total
,16E0617: Vila Nova de Poiares,4265.0,2018,Total
,16F: Região de Leiria,517889.0,2018,Total
,16F1002: Alvaiázere,1601.0,2018,Total
,16F1003: Ansião,4480.0,2018,Total
,16F1004: Batalha,65267.0,2018,Total
,16F1007: Castanheira de Pêra,3274.0,2018,Total
,16F1008: Figueiró dos Vinhos,8414.0,2018,Total
,16F1009: Leiria,254095.0,2018,Total
,16F1010: Marinha Grande,121416.0,2018,Total
,16F1013: Pedrógão Grande,2013.0,2018,Total
,16F1015: Pombal,44804.0,2018,Total
,16F1016: Porto de Mós,12525.0,2018,Total
,16G: Viseu Dão Lafões,595299.0,2018,Total
,16G0901: Aguiar da Beira,7463.0,2018,Total
,16G1802: Carregal do Sal,3545.0,2018,Total
,16G1803: Castro Daire,16012.0,2018,Total
,16G1806: Mangualde,47109.0,2018,Total
,16G1809: Nelas,67608.0,2018,Total
,16G1810: Oliveira de Frades,8390.0,2018,Total
,16G1811: Penalva do Castelo,,2018,Total
,16G1814: Santa Comba Dão,1927.0,2018,Total
,16G1816: São Pedro do Sul,142259.0,2018,Total
,16G1817: Sátão,2851.0,2018,Total
,16G1821: Tondela,37743.0,2018,Total
,16G1822: Vila Nova de Paiva,,2018,Total
,16G1823: Viseu,234755.0,2018,Total
,16G1824: Vouzela,9004.0,2018,Total
,16H: Beira Baixa,157481.0,2018,Total
,16H0502: Castelo Branco,87353.0,2018,Total
,16H0505: Idanha-a-Nova,36456.0,2018,Total
,16H0506: Oleiros,8687.0,2018,Total
,16H0507: Penamacor,12138.0,2018,Total
,16H0508: Proença-a-Nova,6147.0,2018,Total
,16H0511: Vila Velha de Ródão,6700.0,2018,Total
,16I: Médio Tejo,1231442.0,2018,Total
,16I1401: Abrantes,32854.0,2018,Total
,16I1402: Alcanena,10752.0,2018,Total
,16I1408: Constância,7774.0,2018,Total
,16I1410: Entroncamento,,2018,Total
,16I1411: Ferreira do Zêzere,24385.0,2018,Total
,16I1413: Mação,1428.0,2018,Total
,16I1421: Ourém,949690.0,2018,Total
,16I1417: Sardoal,,2018,Total
,16I0509: Sertã,58572.0,2018,Total
,16I1418: Tomar,95426.0,2018,Total
,16I1419: Torres Novas,25007.0,2018,Total
,16I0510: Vila de Rei,4061.0,2018,Total
,16I1420: Vila Nova da Barquinha,7213.0,2018,Total
,16J: Beiras e Serra da Estrela,761890.0,2018,Total
,16J0902: Almeida,20123.0,2018,Total
,16J0501: Belmonte,26794.0,2018,Total
,16J0903: Celorico da Beira,20498.0,2018,Total
,16J0503: Covilhã,276217.0,2018,Total
,16J0904: Figueira de Castelo Rodrigo,11316.0,2018,Total
,16J0905: Fornos de Algodres,21019.0,2018,Total
,16J0504: Fundão,118075.0,2018,Total
,16J0906: Gouveia,14797.0,2018,Total
,16J0907: Guarda,85381.0,2018,Total
,16J0908: Manteigas,33873.0,2018,Total
,16J0909: Mêda,20806.0,2018,Total
,16J0910: Pinhel,1990.0,2018,Total
,16J0911: Sabugal,18207.0,2018,Total
,16J0912: Seia,67019.0,2018,Total
,16J0913: Trancoso,25775.0,2018,Total
17,Área Metropolitana de Lisboa,17516975.0,2018,Total
170,Área Metropolitana de Lisboa,17516975.0,2018,Total
1701502,Alcochete,25395.0,2018,Total
1701503,Almada,439068.0,2018,Total
1701115,Amadora,132953.0,2018,Total
1701504,Barreiro,9605.0,2018,Total
1701105,Cascais,1564139.0,2018,Total
1701106,Lisboa,13184470.0,2018,Total
1701107,Loures,123964.0,2018,Total
1701109,Mafra,208725.0,2018,Total
1701506,Moita,,2018,Total
1701507,Montijo,131144.0,2018,Total
1701116,Odivelas,,2018,Total
1701110,Oeiras,347954.0,2018,Total
1701508,Palmela,94170.0,2018,Total
1701510,Seixal,40706.0,2018,Total
1701511,Sesimbra,189696.0,2018,Total
1701512,Setúbal,330158.0,2018,Total
1701111,Sintra,635477.0,2018,Total
1701114,Vila Franca de Xira,,2018,Total
18,Alentejo,2675945.0,2018,Total
181,Alentejo Litoral,864051.0,2018,Total
1811501,Alcácer do Sal,61206.0,2018,Total
1811505,Grândola,368644.0,2018,Total
1810211,Odemira,220839.0,2018,Total
1811509,Santiago do Cacém,122364.0,2018,Total
1811513,Sines,90998.0,2018,Total
184,Baixo Alentejo,350619.0,2018,Total
1840201,Aljustrel,13988.0,2018,Total
1840202,Almodôvar,9902.0,2018,Total
1840203,Alvito,7064.0,2018,Total
1840204,Barrancos,3446.0,2018,Total
1840205,Beja,146237.0,2018,Total
1840206,Castro Verde,16858.0,2018,Total
1840207,Cuba,11797.0,2018,Total
1840208,Ferreira do Alentejo,20614.0,2018,Total
1840209,Mértola,50053.0,2018,Total
1840210,Moura,30282.0,2018,Total
1840212,Ourique,12010.0,2018,Total
1840213,Serpa,16055.0,2018,Total
1840214,Vidigueira,12313.0,2018,Total
185,Lezíria do Tejo,180165.0,2018,Total
1851403,Almeirim,22384.0,2018,Total
1851404,Alpiarça,1275.0,2018,Total
1851103,Azambuja,15139.0,2018,Total
1851405,Benavente,24995.0,2018,Total
1851406,Cartaxo,5433.0,2018,Total
1851407,Chamusca,329.0,2018,Total
1851409,Coruche,9378.0,2018,Total
1851412,Golegã,12000.0,2018,Total
1851414,Rio Maior,8772.0,2018,Total
1851415,Salvaterra de Magos,1211.0,2018,Total
1851416,Santarém,79249.0,2018,Total
186,Alto Alentejo,382257.0,2018,Total
1861201,Alter do Chão,13681.0,2018,Total
1861202,Arronches,10338.0,2018,Total
1861203,Avis,17060.0,2018,Total
1861204,Campo Maior,7565.0,2018,Total
1861205,Castelo de Vide,41436.0,2018,Total
1861206,Crato,14462.0,2018,Total
1861207,Elvas,84501.0,2018,Total
1861208,Fronteira,3673.0,2018,Total
1861209,Gavião,7486.0,2018,Total
1861210,Marvão,38922.0,2018,Total
1861211,Monforte,9958.0,2018,Total
1861212,Nisa,21371.0,2018,Total
1861213,Ponte de Sor,70547.0,2018,Total
1861214,Portalegre,39421.0,2018,Total
1861215,Sousel,1836.0,2018,Total
187,Alentejo Central,898853.0,2018,Total
1870701,Alandroal,9054.0,2018,Total
1870702,Arraiolos,21311.0,2018,Total
1870703,Borba,4001.0,2018,Total
1870704,Estremoz,48949.0,2018,Total
1870705,Évora,645404.0,2018,Total
1870706,Montemor-o-Novo,26920.0,2018,Total
1870707,Mora,5312.0,2018,Total
1870708,Mourão,3734.0,2018,Total
1870709,Portel,8155.0,2018,Total
1870710,Redondo,13368.0,2018,Total
1870711,Reguengos de Monsaraz,66189.0,2018,Total
1870712,Vendas Novas,7644.0,2018,Total
1870713,Viana do Alentejo,1037.0,2018,Total
1870714,Vila Viçosa,37775.0,2018,Total
15,Algarve,20443247.0,2018,Total
150,Algarve,20443247.0,2018,Total
1500801,Albufeira,8299150.0,2018,Total
1500802,Alcoutim,2171.0,2018,Total
1500803,Aljezur,78449.0,2018,Total
1500804,Castro Marim,181406.0,2018,Total
1500805,Faro,544676.0,2018,Total
1500806,Lagoa,1678509.0,2018,Total
1500807,Lagos,1320279.0,2018,Total
1500808,Loulé,2729532.0,2018,Total
1500809,Monchique,62429.0,2018,Total
1500810,Olhão,170387.0,2018,Total
1500811,Portimão,2644881.0,2018,Total
1500812,São Brás de Alportel,8445.0,2018,Total
1500813,Silves,363890.0,2018,Total
1500814,Tavira,747528.0,2018,Total
1500815,Vila do Bispo,398701.0,2018,Total
1500816,Vila Real de Santo António,1212814.0,2018,Total
2,Região Autónoma dos Açores,2125826.0,2018,Total
20,Região Autónoma dos Açores,2125826.0,2018,Total
200,Região Autónoma dos Açores,2125826.0,2018,Total
2004301,Angra do Heroísmo,263030.0,2018,Total
2004501,Calheta,,2018,Total
2004901,Corvo,,2018,Total
2004701,Horta,158933.0,2018,Total
2004201,Lagoa,79865.0,2018,Total
2004801,Lajes das Flores,12342.0,2018,Total
2004601,Lajes do Pico,23301.0,2018,Total
2004602,Madalena,65175.0,2018,Total
2004202,Nordeste,8736.0,2018,Total
2004203,Ponta Delgada,1116712.0,2018,Total
2004204,Povoação,101816.0,2018,Total
2004205,Ribeira Grande,43449.0,2018,Total
2004401,Santa Cruz da Graciosa,16194.0,2018,Total
2004802,Santa Cruz das Flores,24576.0,2018,Total
2004603,São Roque do Pico,18269.0,2018,Total
2004502,Velas,35954.0,2018,Total
2004302,Vila da Praia da Vitória,59940.0,2018,Total
2004101,Vila do Porto,28844.0,2018,Total
2004206,Vila Franca do Campo,64037.0,2018,Total
3,Região Autónoma da Madeira,8344266.0,2018,Total
30,Região Autónoma da Madeira,8344266.0,2018,Total
300,Região Autónoma da Madeira,8344266.0,2018,Total
3003101,Calheta,456121.0,2018,Total
3003102,Câmara de Lobos,127084.0,2018,Total
3003103,Funchal,5553308.0,2018,Total
3003104,Machico,240479.0,2018,Total
3003105,Ponta do Sol,105343.0,2018,Total
3003106,Porto Moniz,72857.0,2018,Total
3003201,Porto Santo,494766.0,2018,Total
3003107,Ribeira Brava,56008.0,2018,Total
3003108,Santa Cruz,1008453.0,2018,Total
3003109,Santana,78109.0,2018,Total
3003110,São Vicente,151738.0,2018,Total
,PT: Portugal,19889676.0,2018,Portugal
1,Continente,18056442.0,2018,Portugal
11,Norte,4037521.0,2018,Portugal
111,Alto Minho,444098.0,2018,Portugal
1111601,Arcos de Valdevez,56863.0,2018,Portugal
1111602,Caminha,61209.0,2018,Portugal
1111603,Melgaço,36798.0,2018,Portugal
1111604,Monção,25580.0,2018,Portugal
1111605,Paredes de Coura,6041.0,2018,Portugal
1111606,Ponte da Barca,12188.0,2018,Portugal
1111607,Ponte de Lima,47969.0,2018,Portugal
1111608,Valença,29083.0,2018,Portugal
1111609,Viana do Castelo,116126.0,2018,Portugal
1111610,Vila Nova de Cerveira,52241.0,2018,Portugal
112,Cávado,544265.0,2018,Portugal
1120301,Amares,28760.0,2018,Portugal
1120302,Barcelos,20288.0,2018,Portugal
1120303,Braga,300426.0,2018,Portugal
1120306,Esposende,49675.0,2018,Portugal
1120310,Terras de Bouro,131079.0,2018,Portugal
1120313,Vila Verde,14037.0,2018,Portugal
119,Ave,296498.0,2018,Portugal
1190304,Cabeceiras de Basto,3840.0,2018,Portugal
1190307,Fafe,18281.0,2018,Portugal
1190308,Guimarães,167737.0,2018,Portugal
1191705,Mondim de Basto,40362.0,2018,Portugal
1190309,Póvoa de Lanhoso,11694.0,2018,Portugal
1190311,Vieira do Minho,22750.0,2018,Portugal
1190312,Vila Nova de Famalicão,19895.0,2018,Portugal
1190314,Vizela,11939.0,2018,Portugal
,11A: Área Metropolitana do Porto,1918190.0,2018,Portugal
,11A0104: Arouca,18498.0,2018,Portugal
,11A0107: Espinho,41038.0,2018,Portugal
,11A1304: Gondomar,856.0,2018,Portugal
,11A1306: Maia,91465.0,2018,Portugal
,11A1308: Matosinhos,302114.0,2018,Portugal
,11A0113: Oliveira de Azeméis,,2018,Portugal
,11A1310: Paredes,31141.0,2018,Portugal
,11A1312: Porto,772326.0,2018,Portugal
,11A1313: Póvoa de Varzim,94878.0,2018,Portugal
,11A0109: Santa Maria da Feira,49782.0,2018,Portugal
,11A1314: Santo Tirso,44677.0,2018,Portugal
,11A0116: São João da Madeira,27512.0,2018,Portugal
,11A1318: Trofa,,2018,Portugal
,11A0119: Vale de Cambra,12044.0,2018,Portugal
,11A1315: Valongo,61366.0,2018,Portugal
,11A1316: Vila do Conde,44196.0,2018,Portugal
,11A1317: Vila Nova de Gaia,294333.0,2018,Portugal
,11B: Alto Tâmega,185562.0,2018,Portugal
,11B1702: Boticas,12449.0,2018,Portugal
,11B1703: Chaves,121953.0,2018,Portugal
,11B1706: Montalegre,11569.0,2018,Portugal
,11B1709: Ribeira de Pena,21456.0,2018,Portugal
,11B1712: Valpaços,2054.0,2018,Portugal
,11B1713: Vila Pouca de Aguiar,16081.0,2018,Portugal
,11C: Tâmega e Sousa,221735.0,2018,Portugal
